DIRECTORIO,se_siente_inseguro_barrio,se_siente_inseguro_ciudad,inseguro_caminando_solo_noche,inseguro_caminando_solo_dia,la_seguridad_en_los_ultimos_6_meses,puede_ser_victima_delito,inseguro_trabajo/estudio,inseguro_parques,inseguro_lugares_comerciales,inseguro_transporte_publico,inseguro_puentes_peatonales,inseguro_discotecas,causa_delincuencia,hurto_celulares_aumento,ladrones_pandillas_aumento,vendedores_droga_aumento,pobreza_aumento,desempleo_aumento,inmigrante_aumento,venta_compra_articulos_robados,habitantes_calle_aumento,prostitucion_aumento,extorcion_aumento,satisfecho_vida,satisfecho_situacion_economica,satisfecho_situacion_laboral
600050,2,2,2,2,disminuyo,si,inseguro,seguro,inseguro,inseguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,3,2,1
600050,3,2,2,2,siguio igual,si,seguro,seguro,inseguro,seguro,seguro,3,desempleo,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,aumento,disminuyo,aumento,no sabe,disminuyo,2,2,2
600051,3,3,3,2,siguio igual,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,disminuyo,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,1,1
600051,2,2,4,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,falta de educacion,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5
600052,2,2,5,2,disminuyo,si,inseguro,no frecuenta parques,inseguro,no toma transporte publico,inseguro,5,desempleo,no sabe,no sabe,no sabe,aumento,no sabe,aumento,no sabe,disminuyo,no sabe,no sabe,3,2,3
600052,2,2,2,2,disminuyo,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,disminuyo,disminuyo,disminuyo,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,3
600052,2,2,2,2,disminuyo,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,disminuyo,disminuyo,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,4,1
600053,2,2,2,1,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,3
600053,1,2,1,2,aumento,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,no sabe,disminuyo,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,3
600053,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,2,9
600053,1,1,1,1,aumento,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,9,9
600054,3,4,5,2,siguio igual,si,seguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,aumento,no sabe,no sabe,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,3,3,1
600054,3,3,4,3,siguio igual,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,aumento,aumento,aumento,1,1,3
600055,2,3,2,2,disminuyo,si,seguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,3,desempleo,aumento,aumento,aumento,no sabe,disminuyo,aumento,aumento,no sabe,aumento,aumento,5,5,5
600055,2,3,3,3,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,5,5
600055,3,3,2,2,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,5,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,3,5
600056,2,2,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,5,desempleo,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,4,4,4
600056,2,2,2,2,disminuyo,no,inseguro,seguro,seguro,no toma transporte publico,seguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
600057,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,falta de educacion,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,4,4,4
600057,3,3,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,disminuyo,disminuyo,disminuyo,disminuyo,aumento,disminuyo,disminuyo,aumento,no sabe,disminuyo,5,3,4
600058,2,4,2,1,disminuyo,no,seguro,seguro,seguro,seguro,seguro,4,desempleo,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
600058,2,3,2,2,disminuyo,no,seguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,4,4,4
600058,1,2,2,2,aumento,no,inseguro,seguro,seguro,inseguro,inseguro,5,ley poco dura contra delincuentes,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,4,3
600058,1,2,2,1,aumento,no,inseguro,seguro,seguro,seguro,inseguro,5,ley poco dura contra delincuentes,no sabe,aumento,no sabe,aumento,aumento,aumento,no sabe,no sabe,aumento,no sabe,5,4,3
600058,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,3,1,1
600059,2,2,2,2,disminuyo,si,inseguro,inseguro,inseguro,seguro,inseguro,5,desempleo,disminuyo,disminuyo,no sabe,no sabe,aumento,disminuyo,no sabe,no sabe,no sabe,no sabe,5,4,3
600059,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,falta de educacion,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,disminuyo,no sabe,4,4,4
600060,2,3,2,2,disminuyo,no,seguro,seguro,seguro,no toma transporte publico,seguro,5,falta de educacion,no sabe,no sabe,disminuyo,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
600060,2,2,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,falta de educacion,disminuyo,aumento,aumento,aumento,aumento,aumento,disminuyo,disminuyo,disminuyo,aumento,5,3,3
600060,3,4,3,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,4,desempleo,aumento,no sabe,no sabe,aumento,disminuyo,disminuyo,disminuyo,disminuyo,no sabe,no sabe,5,5,5
600060,3,2,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,disminuyo,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,3,3,5
600061,2,2,2,2,disminuyo,no,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,disminuyo,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,2
600061,1,2,2,2,aumento,no,inseguro,seguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,1
600061,1,3,5,5,aumento,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,1,1,1
600062,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,4,4
600062,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
600062,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,3,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,4,4
600063,4,3,4,4,no vivia antes en la ciudad en ese periodo,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,3,3,2
600063,3,2,3,3,siguio igual,no,inseguro,no frecuenta parques,inseguro,no toma transporte publico,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,5,5
600064,4,4,1,1,no vivia antes en la ciudad en ese periodo,no,inseguro,inseguro,seguro,no toma transporte publico,seguro,5,ley poco dura contra delincuentes,no sabe,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,aumento,no sabe,no sabe,5,4,5
600064,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,4,4
600065,2,4,3,2,disminuyo,si,seguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,4,4,4
600065,3,3,4,4,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,5,falta de vigilacia policial,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,4,1,1
600065,2,2,2,2,disminuyo,si,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,falta de vigilacia policial,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,4,4,4
600065,2,3,3,3,disminuyo,si,seguro,inseguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de vigilacia policial,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,4,3,3
600066,2,4,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,ley poco dura contra delincuentes,aumento,no sabe,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,5,5,5
600066,3,3,3,3,siguio igual,no,inseguro,seguro,seguro,no toma transporte publico,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,no sabe,disminuyo,aumento,aumento,aumento,5,5,5
600066,2,2,3,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,seguro,4,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,5,5,5
600067,2,3,2,2,disminuyo,si,inseguro,inseguro,seguro,seguro,seguro,2,falta de educacion,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,9,5,9
600067,2,3,3,2,disminuyo,si,inseguro,seguro,inseguro,seguro,seguro,2,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,disminuyo,no sabe,aumento,5,5,1
600068,2,3,2,2,disminuyo,si,inseguro,inseguro,seguro,seguro,seguro,5,falta de vigilacia policial,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,5,4,4
600068,2,2,2,2,disminuyo,si,inseguro,seguro,inseguro,seguro,seguro,5,falta de educacion,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
600068,3,3,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,3,falta de educacion,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,1,1
600069,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,no sabe,disminuyo,disminuyo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,4
600069,2,3,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,4
600070,2,3,3,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,seguro,seguro,3,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,disminuyo,no sabe,disminuyo,5,4,4
600071,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,disminuyo,no sabe,no sabe,no sabe,no sabe,4,3,1
600071,2,2,2,2,disminuyo,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,seguro,3,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,3,3,2
600072,3,3,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,3,3,3
600072,3,3,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,3,3
600072,3,3,3,3,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,4,4
600073,3,3,4,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,5,dar papaya,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,3,1,1
600073,3,3,5,3,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,5,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,3,1,1
600074,2,2,2,2,disminuyo,si,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,5,5,5
600074,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,5,el consumo de drogas,aumento,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,4,4
600075,2,2,4,2,disminuyo,si,inseguro,seguro,inseguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,no sabe,disminuyo,aumento,aumento,no sabe,aumento,no sabe,aumento,4,4,4
600075,3,3,4,3,siguio igual,no,inseguro,inseguro,no frecuenta lugares comerciales,no toma transporte publico,inseguro,5,dar papaya,aumento,aumento,disminuyo,aumento,aumento,disminuyo,aumento,aumento,no sabe,disminuyo,4,3,3
600075,3,2,4,3,siguio igual,si,inseguro,inseguro,no frecuenta lugares comerciales,seguro,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,no sabe,aumento,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,4,4,2
600076,1,3,1,1,aumento,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,3,2,1
600076,2,3,3,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,falta de educacion,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,4,3,3
600076,2,3,3,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,2,dar papaya,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,5
600077,3,3,3,3,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,5,ley poco dura contra delincuentes,aumento,aumento,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,4,4,5
600078,3,3,4,4,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,3,3
600078,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,4,desempleo,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,aumento,no sabe,aumento,4,2,3
600079,2,2,5,5,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,no toma transporte publico,seguro,5,desempleo,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,aumento,5,3,4
600080,3,2,3,2,siguio igual,no,seguro,seguro,seguro,inseguro,inseguro,3,desempleo,no sabe,no sabe,no sabe,aumento,aumento,disminuyo,disminuyo,disminuyo,no sabe,disminuyo,4,2,4
600080,2,2,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,4,dar papaya,no sabe,no sabe,no sabe,aumento,aumento,disminuyo,disminuyo,aumento,no sabe,disminuyo,5,4,4
600081,3,3,3,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,4,4
600082,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,dar papaya,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,4,4,4
600083,3,3,3,2,siguio igual,si,seguro,seguro,seguro,seguro,seguro,4,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,5,3,4
600083,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,el consumo de drogas,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,2,2
600083,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,3,3
600083,3,3,3,4,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,4,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,3,3
600084,3,2,3,2,siguio igual,no,seguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,2,dar papaya,no sabe,aumento,no sabe,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,5,3,4
600085,2,2,5,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,5,el consumo de drogas,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,4,3,4
600085,2,3,2,2,disminuyo,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4
600085,3,3,4,3,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,4,4,4
600086,3,3,4,3,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,2,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,3
600086,3,3,5,3,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,5,ley poco dura contra delincuentes,aumento,aumento,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,3,2,3
600086,3,4,4,4,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,4,3,4
600086,3,4,5,3,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,4,4,4
600086,3,3,4,4,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,5,falta de vigilacia policial,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,3,3
600087,3,4,3,3,siguio igual,no,inseguro,seguro,inseguro,seguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,aumento,disminuyo,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,1,1
600088,3,3,3,3,siguio igual,no,inseguro,inseguro,seguro,seguro,inseguro,4,desempleo,aumento,aumento,aumento,aumento,aumento,disminuyo,disminuyo,disminuyo,no sabe,disminuyo,5,5,4
600088,4,3,3,3,no vivia antes en la ciudad en ese periodo,si,inseguro,seguro,seguro,inseguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,disminuyo,disminuyo,disminuyo,no sabe,disminuyo,5,5,3
600088,3,3,3,2,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,disminuyo,no sabe,aumento,aumento,aumento,disminuyo,aumento,no sabe,disminuyo,2,4,3
600089,2,2,4,3,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,dar papaya,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,4,4
600090,4,3,4,4,no vivia antes en la ciudad en ese periodo,si,inseguro,seguro,seguro,seguro,seguro,5,falta de educacion,disminuyo,aumento,aumento,aumento,aumento,disminuyo,disminuyo,aumento,aumento,no sabe,4,3,4
600090,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,4,desempleo,disminuyo,aumento,disminuyo,aumento,aumento,disminuyo,aumento,aumento,disminuyo,no sabe,5,5,5
600091,3,3,3,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,3,3
600091,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,3,3,3
600092,2,3,3,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,seguro,4,el consumo de drogas,no sabe,disminuyo,aumento,aumento,aumento,disminuyo,disminuyo,aumento,no sabe,disminuyo,4,2,3
600092,2,2,3,3,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,falta de vigilacia policial,aumento,disminuyo,disminuyo,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,3,3
600093,2,3,3,3,disminuyo,si,inseguro,seguro,inseguro,inseguro,seguro,2,desempleo,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,3
600093,2,3,3,2,disminuyo,si,inseguro,seguro,inseguro,seguro,seguro,2,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,2,5
600094,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,aumento,no sabe,5,5,5
600094,3,3,3,3,siguio igual,no,seguro,seguro,inseguro,seguro,seguro,5,el consumo de drogas,disminuyo,disminuyo,no sabe,no sabe,no sabe,aumento,disminuyo,no sabe,disminuyo,no sabe,5,3,3
600094,3,3,3,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,4,3,2
600094,2,2,2,2,disminuyo,no,seguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,3,3
600094,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,falta de educacion,no sabe,disminuyo,no sabe,no sabe,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,4,4,4
600094,3,3,4,4,siguio igual,no,seguro,seguro,seguro,seguro,seguro,5,falta de educacion,aumento,aumento,disminuyo,aumento,aumento,aumento,disminuyo,aumento,no sabe,no sabe,3,3,4
600095,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,3,3
600095,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,4,3
600096,2,3,3,2,disminuyo,si,inseguro,inseguro,inseguro,seguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,4,3
600097,2,3,2,2,disminuyo,no,inseguro,seguro,inseguro,inseguro,inseguro,2,el consumo de drogas,disminuyo,disminuyo,no sabe,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,no sabe,disminuyo,5,5,4
600097,3,4,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,3,4,4
600098,3,3,4,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,3,3,3
600098,3,3,4,4,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,4,4,4
600098,3,3,4,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,4,4,4
600099,2,2,5,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,el consumo de drogas,no sabe,disminuyo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,4,2,4
600100,2,2,5,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,seguro,5,ley poco dura contra delincuentes,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,3
600100,2,2,5,3,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,seguro,5,falta de educacion,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5
600101,3,3,4,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,3,3,3
600101,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,disminuyo,aumento,aumento,disminuyo,aumento,aumento,aumento,aumento,no sabe,aumento,4,4,4
600102,1,3,2,2,aumento,no,inseguro,seguro,seguro,seguro,seguro,3,el consumo de drogas,disminuyo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,4,5,4
600102,1,2,2,2,aumento,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,4
600103,3,3,4,4,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,aumento,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,4,4,4
600103,3,3,3,3,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,3,falta de vigilacia policial,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,4,3,4
600103,3,3,3,3,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,3,falta de vigilacia policial,aumento,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,4,4,4
