Sexo,Edad,Ocupacion,DIRECTORIO_new,Aporte_policia,Aporte_fuerzas_armadas,Aporte_alcaldia,Aporte_justicia_fiscalia,Aporte_justicia_jueces,Aported_convivencia_ICBF,Aporte_convivencia_InspeccionesPolicia,Aporte_convivencia_CentroConciliacion,Nivel_satisfaccion_policia,Nivel_confianza_policia,Solicitó_servicios_policia,Victima_hurto_residencial_2022,Hurto_objeto_personal_2022,Victima_delito_cibernetico_2022,Implicado_violencia_fisica_2022,Victima_fraude_2022,Victima_amenazas_2022,Victima_acoso_laboral_2022,Victima_acoso_escolar_2022,Victima_secuestro_2022,Victima_invasiones_domiciliarias_2022,Victima_desplazamiento_2022,Victima_acoso_callejero_2022,Victima_acoso_sexual_2022,se_siente_inseguro_barrio,se_siente_inseguro_ciudad,la_seguridad_en_los_ultimos_6_meses,puede_ser_victima_delito,inseguro_trabajo/estudio,inseguro_parques,inseguro_lugares_comerciales,inseguro_transporte_publico,inseguro_puentes_peatonales,causa_delincuencia,hurto_celulares_aumento,ladrones_pandillas_aumento,vendedores_droga_aumento,pobreza_aumento,desempleo_aumento,inmigrante_aumento,venta_compra_articulos_robados,habitantes_calle_aumento,prostitucion_aumento,extorcion_aumento,satisfecho_vida,satisfecho_situacion_economica,satisfecho_situacion_laboral,Ciudad,Clase,Estrato,homicidio,extorsiones,vandalismo,consumo_drogas,consumo_alcohol,agresiones_vecinos,violaciones_sexuales,acoso_sexual,presencia_pandillas,expendedores_droga,guerrilla,hurto
Mujer,48,Trabajando,603431111,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,1,1,1,0.0,0,0,0,0,0,1,0,0,0,0,1,0,inseguro,inseguro,aumento,si,seguro,seguro,seguro,seguro,seguro,desempleo,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4,Bogotá,Cabecera,1.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,31,Trabajando,603432111,Poco,Nada,Nada,Nada,Nada,Mucho,Nada,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,seguro,seguro,desempleo,aumento,disminuyo,disminuyo,aumento,aumento,aumento,disminuyo,aumento,disminuyo,no sabe,5,3,4,Bogotá,Cabecera,1.0,no,no,no,si,si,no,no,no,no,no,no,no
Mujer,50,Trabajando,603434111,Mucho,Mucho,Mucho,Mucho,Nada,Mucho,Mucho,Mucho,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,inseguro,inseguro,inseguro,seguro,seguro,desempleo,aumento,disminuyo,aumento,aumento,aumento,aumento,no sabe,disminuyo,disminuyo,disminuyo,5,3,4,Bogotá,Cabecera,1.0,no,no,no,si,si,si,no,no,no,si,no,si
Mujer,63,Otra actividad,603435111,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,aumento,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,seguro,seguro,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,disminuyo,no sabe,no sabe,5,3,3,Bogotá,Cabecera,1.0,si,no,no,si,no,no,no,no,si,no,no,si
Hombre,47,Trabajando,603436111,Nada,Poco,Nada,Nada,Nada,Poco,Nada,Poco,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,siguio igual,si,seguro,inseguro,seguro,seguro,seguro,falta de vigilacia policial,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,disminuyo,disminuyo,aumento,2,1,1,Bogotá,Cabecera,2.0,no,no,no,si,si,no,no,no,si,si,no,si
Hombre,44,Incapacitado permanente para trabajar,603437111,Poco,Nada,Nada,Poco,Nada,Nada,Poco,Poco,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,3,3,3,Bogotá,Cabecera,2.0,si,no,si,si,si,si,no,no,si,si,no,si
Hombre,63,Trabajando,603438111,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,4,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,no frecuenta parques,inseguro,seguro,seguro,ley poco dura contra delincuentes,aumento,disminuyo,no sabe,aumento,aumento,disminuyo,disminuyo,disminuyo,no sabe,disminuyo,5,3,4,Bogotá,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,57,Oficios del hogar,603439111,Poco,Nada,Nada,Poco,Nada,Poco,Poco,Nada,3,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,no frecuenta parques,inseguro,seguro,seguro,desempleo,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,4,4,Bogotá,Cabecera,1.0,si,no,si,si,si,si,no,si,si,si,no,si
Hombre,55,Trabajando,603440111,Nada,Nada,Mucho,Nada,Nada,Nada,Poco,Nada,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,aumento,si,inseguro,no frecuenta parques,inseguro,seguro,seguro,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,3,4,Bogotá,Cabecera,1.0,no,no,si,si,si,no,no,no,no,no,no,si
Mujer,18,Trabajando,603441111,Poco,Poco,Mucho,Poco,Mucho,Mucho,Poco,Poco,3,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,aumento,no,inseguro,seguro,seguro,inseguro,seguro,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,disminuyo,disminuyo,disminuyo,no sabe,3,1,2,Bogotá,Cabecera,1.0,no,no,no,no,no,no,no,no,no,no,no,si
Hombre,28,Buscando trabajo,603442111,Poco,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,4,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,inseguro,seguro,inseguro,seguro,seguro,desempleo,disminuyo,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,disminuyo,disminuyo,3,3,2,Bogotá,Cabecera,2.0,no,no,si,si,si,si,no,si,si,si,no,si
Mujer,65,Oficios del hogar,603443111,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,seguro,desempleo,disminuyo,aumento,disminuyo,aumento,aumento,aumento,aumento,aumento,disminuyo,disminuyo,5,2,2,Bogotá,Cabecera,1.0,si,no,no,si,si,no,no,no,no,si,no,si
Hombre,44,Oficios del hogar,603444111,Poco,Mucho,Nada,Nada,Nada,Mucho,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,desempleo,disminuyo,disminuyo,disminuyo,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,5,5,3,Bogotá,Cabecera,1.0,no,no,no,si,si,si,no,no,no,si,no,si
Mujer,88,Incapacitado permanente para trabajar,603445111,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,siguio igual,si,seguro,seguro,seguro,seguro,seguro,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,3,3,4,Bogotá,Cabecera,1.0,si,si,si,si,si,si,no,no,no,no,no,si
Mujer,24,Trabajando,603446111,Poco,Nada,Nada,Nada,Nada,Mucho,Nada,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,disminuyo,5,4,5,Bogotá,Cabecera,2.0,si,no,no,si,si,si,no,no,no,no,no,si
Mujer,68,Oficios del hogar,603447111,Mucho,Poco,Poco,Nada,Poco,Nada,Mucho,Nada,4,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,inseguro,inseguro,seguro,seguro,desempleo,no sabe,no sabe,aumento,aumento,disminuyo,disminuyo,disminuyo,aumento,disminuyo,no sabe,4,3,2,Bogotá,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,si
Hombre,70,Pensionado,603448111,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,disminuyo,disminuyo,disminuyo,5,2,1,Bogotá,Cabecera,2.0,si,no,no,si,si,no,no,no,no,si,no,si
Mujer,32,Trabajando,603449111,Nada,Poco,Poco,Poco,Poco,Poco,Nada,Poco,2,2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,seguro,siguio igual,no,inseguro,no frecuenta parques,inseguro,inseguro,seguro,desempleo,no sabe,disminuyo,no sabe,no sabe,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,3,4,Bogotá,Cabecera,2.0,no,no,no,no,si,no,no,no,no,si,no,si
Mujer,58,Trabajando,603450111,Mucho,Nada,Poco,Nada,Nada,Mucho,Mucho,Mucho,4,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,aumento,no,inseguro,seguro,seguro,seguro,seguro,desempleo,disminuyo,aumento,disminuyo,aumento,aumento,aumento,disminuyo,aumento,disminuyo,disminuyo,5,5,4,Bogotá,Cabecera,2.0,si,no,si,si,si,no,no,no,si,no,no,si
Hombre,57,Trabajando,603451111,Poco,Poco,Poco,Poco,Nada,Mucho,Poco,Mucho,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,no,seguro,seguro,seguro,seguro,seguro,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,3,3,3,Bogotá,Cabecera,2.0,no,no,si,si,si,si,no,no,si,si,no,si
Hombre,20,Trabajando,603453111,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,1,1,0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,seguro,seguro,aumento,no,inseguro,seguro,seguro,seguro,seguro,otro,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,2,5,4,Bogotá,Cabecera,1.0,si,si,no,si,si,no,no,no,si,si,no,si
Mujer,27,Oficios del hogar,603454111,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,seguro,seguro,siguio igual,si,inseguro,inseguro,inseguro,seguro,inseguro,falta de vigilacia policial,disminuyo,disminuyo,disminuyo,no sabe,disminuyo,disminuyo,no sabe,disminuyo,disminuyo,no sabe,5,4,4,Bogotá,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,si
Mujer,56,Oficios del hogar,603455111,Mucho,Mucho,Nada,Nada,Nada,Poco,Poco,Mucho,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,2,1,1,Bogotá,Cabecera,2.0,no,no,no,si,si,si,no,no,si,si,no,si
Mujer,65,Oficios del hogar,603456111,Poco,Mucho,Nada,Nada,Nada,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,aumento,no,seguro,seguro,seguro,seguro,seguro,desempleo,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,4,4,3,Bogotá,Cabecera,2.0,no,no,si,si,si,si,no,no,si,si,no,si
Hombre,30,Oficios del hogar,603457111,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,seguro,seguro,el consumo de drogas,no sabe,aumento,aumento,no sabe,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5,Bogotá,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,59,Otra actividad,603458111,Poco,Poco,Nada,Poco,Nada,Nada,Nada,Nada,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,aumento,si,seguro,seguro,seguro,seguro,seguro,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,1,1,Bogotá,Cabecera,2.0,si,no,si,si,si,no,no,no,no,no,no,si
Mujer,19,Trabajando,603459111,Poco,Nada,Poco,Poco,Mucho,Mucho,Poco,Mucho,3,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,desempleo,aumento,aumento,aumento,no sabe,aumento,no sabe,aumento,disminuyo,no sabe,no sabe,3,4,4,Bogotá,Cabecera,1.0,si,no,no,si,si,si,no,no,no,no,no,si
Mujer,34,Trabajando,603460111,Poco,Nada,Poco,Poco,Nada,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,inseguro,seguro,inseguro,seguro,seguro,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,4,3,4,Bogotá,Cabecera,2.0,si,no,no,si,si,no,no,no,no,no,no,no
Hombre,55,Trabajando,603461111,Mucho,Mucho,Poco,Poco,Poco,Mucho,Mucho,Poco,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,seguro,inseguro,seguro,seguro,seguro,ley poco dura contra delincuentes,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5,Bogotá,Cabecera,2.0,no,no,no,si,si,no,no,no,no,no,no,si
Mujer,62,Trabajando,603462111,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,aumento,no,seguro,seguro,seguro,seguro,seguro,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5,Bogotá,Cabecera,2.0,no,no,no,si,si,no,no,no,si,si,no,no
Mujer,53,Oficios del hogar,603463111,Nada,Poco,Nada,Poco,Poco,Mucho,Nada,Poco,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,aumento,si,seguro,seguro,seguro,seguro,seguro,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,3,3,2,Bogotá,Cabecera,2.0,si,si,si,si,si,si,no,no,si,si,no,si
Hombre,51,Trabajando,603464111,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,seguro,seguro,seguro,no toma transporte publico,seguro,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,3,2,1,Bogotá,Cabecera,2.0,no,no,si,si,si,si,no,no,si,si,no,si
Hombre,32,Trabajando,603465111,Poco,Nada,Nada,Poco,Nada,Nada,Poco,Poco,3,4,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,aumento,si,inseguro,seguro,seguro,seguro,seguro,ley poco dura contra delincuentes,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5,Bogotá,Cabecera,1.0,si,si,si,si,si,no,no,no,no,no,no,si
Hombre,60,Pensionado,603466111,Mucho,Mucho,Nada,Nada,Nada,Nada,Mucho,Mucho,3,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,siguio igual,si,seguro,seguro,seguro,seguro,seguro,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,5,Bogotá,Cabecera,2.0,si,no,si,si,si,no,no,no,no,si,no,si
Mujer,45,Trabajando,603467111,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Nada,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,aumento,no,inseguro,inseguro,inseguro,seguro,inseguro,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,4,4,Bogotá,Cabecera,2.0,no,no,no,no,no,no,no,no,si,si,no,no
Mujer,29,Trabajando,603468111,Poco,Nada,Nada,Poco,Nada,Nada,Nada,Poco,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,si,seguro,seguro,seguro,seguro,seguro,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,4,3,3,Bogotá,Cabecera,2.0,no,no,no,si,si,no,no,no,no,no,no,si
Hombre,39,Trabajando,603469111,Mucho,Poco,Nada,Nada,Nada,Poco,Poco,Poco,4,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,seguro,seguro,seguro,seguro,seguro,ley poco dura contra delincuentes,disminuyo,aumento,aumento,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,3,2,1,Bogotá,Cabecera,2.0,no,no,no,si,si,si,no,no,si,si,no,no
Mujer,80,Trabajando,603470111,Mucho,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,1,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,aumento,no,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,desempleo,no sabe,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,aumento,5,5,3,Bogotá,Cabecera,2.0,no,si,no,si,no,no,no,no,no,no,no,si
Hombre,61,Pensionado,603471111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,seguro,seguro,falta de vigilacia policial,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4,Bogotá,Cabecera,2.0,no,no,no,no,si,no,no,no,no,no,no,si
Hombre,30,Trabajando,603473111,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,aumento,no,inseguro,seguro,seguro,seguro,seguro,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5,Bogotá,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,59,Trabajando,603474111,Mucho,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,inseguro,seguro,falta de vigilacia policial,disminuyo,disminuyo,disminuyo,aumento,aumento,aumento,aumento,aumento,no sabe,disminuyo,5,4,5,Bogotá,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,si
Hombre,49,Trabajando,603475111,Poco,Poco,Poco,Poco,Poco,Mucho,Mucho,Mucho,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,si,seguro,seguro,seguro,seguro,seguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,3,Bogotá,Cabecera,2.0,si,no,si,si,si,no,no,no,si,si,no,si
Mujer,65,Buscando trabajo,603476111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,aumento,no,inseguro,seguro,seguro,seguro,seguro,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,5,5,Bogotá,Cabecera,2.0,si,no,no,no,no,no,no,no,si,si,no,si
Hombre,66,Otra actividad,603477111,Poco,Nada,Poco,Poco,Nada,Mucho,Nada,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,no,inseguro,no frecuenta parques,inseguro,seguro,seguro,desempleo,no sabe,aumento,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,3,3,Bogotá,Cabecera,1.0,no,no,no,si,no,no,no,no,no,si,no,si
Mujer,41,Trabajando,603478111,Poco,Mucho,Nada,Nada,Nada,Poco,Nada,Nada,3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,aumento,no,seguro,seguro,seguro,seguro,seguro,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,4,5,Bogotá,Cabecera,2.0,no,no,no,si,si,no,no,no,no,no,no,no
Mujer,45,Oficios del hogar,603479111,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,aumento,si,inseguro,inseguro,inseguro,inseguro,inseguro,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,5,3,2,Bogotá,Cabecera,2.0,no,no,no,si,si,no,no,no,si,si,no,si
Mujer,46,Buscando trabajo,603480111,Poco,Mucho,Poco,Nada,Nada,Nada,Nada,Nada,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,aumento,no,inseguro,inseguro,inseguro,inseguro,inseguro,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,3,2,1,Bogotá,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,si
Hombre,38,Trabajando,603481111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,3,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,siguio igual,si,seguro,seguro,seguro,seguro,seguro,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,disminuyo,aumento,aumento,aumento,aumento,aumento,3,4,3,Bogotá,Cabecera,2.0,si,si,si,si,si,no,no,no,no,si,no,si
Mujer,59,Trabajando,603482111,Poco,Nada,Nada,Poco,Nada,Poco,Poco,Nada,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,si,seguro,seguro,seguro,seguro,seguro,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,4,5,3,Bogotá,Cabecera,2.0,no,no,no,si,si,no,no,no,no,no,no,si
Mujer,44,Trabajando,603483111,Poco,Poco,Mucho,Poco,Nada,Poco,Mucho,Nada,3,3,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,si,seguro,seguro,inseguro,seguro,inseguro,ley poco dura contra delincuentes,aumento,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,5,4,4,Bogotá,Cabecera,2.0,si,no,no,si,si,no,no,no,no,si,no,si
Mujer,33,Trabajando,603484111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,seguro,aumento,no,inseguro,seguro,seguro,seguro,seguro,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,4,4,4,Bogotá,Cabecera,2.0,no,no,no,si,si,no,no,no,si,si,no,no
Mujer,27,Trabajando,603485111,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,aumento,no,seguro,seguro,seguro,seguro,seguro,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,5,4,4,Bogotá,Cabecera,2.0,no,no,no,no,no,no,no,no,si,si,no,no
Hombre,43,Trabajando,603486111,Poco,Nada,Poco,Poco,Poco,Nada,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,inseguro,inseguro,seguro,seguro,desempleo,no sabe,disminuyo,disminuyo,aumento,no sabe,aumento,no sabe,aumento,disminuyo,no sabe,4,3,5,Bogotá,Cabecera,2.0,no,no,no,si,si,no,no,no,no,si,no,no
Hombre,68,Pensionado,603487111,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,siguio igual,no,inseguro,seguro,inseguro,seguro,seguro,desempleo,aumento,aumento,no sabe,aumento,aumento,disminuyo,disminuyo,aumento,no sabe,no sabe,5,4,5,Bogotá,Cabecera,2.0,no,no,no,si,si,no,no,no,no,si,no,si
Hombre,38,Oficios del hogar,603488111,Poco,Nada,Nada,Nada,Poco,Mucho,Nada,Nada,2,1,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,si,seguro,seguro,inseguro,inseguro,seguro,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,4,4,4,Bogotá,Cabecera,2.0,no,no,si,si,si,si,no,no,si,si,no,si
Mujer,66,Oficios del hogar,603489111,Poco,Mucho,Mucho,Poco,Poco,Nada,Poco,Nada,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,seguro,seguro,falta de vigilacia policial,no sabe,no sabe,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,3,3,Bogotá,Cabecera,2.0,si,si,no,si,si,si,no,no,si,si,no,si
Mujer,41,Oficios del hogar,603490111,Poco,Nada,Poco,Nada,Nada,Nada,Nada,Nada,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,siguio igual,no,inseguro,no frecuenta parques,inseguro,seguro,seguro,desempleo,aumento,disminuyo,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,4,3,Bogotá,Cabecera,2.0,no,no,no,si,si,no,no,no,no,si,no,si
Hombre,53,Trabajando,603491111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,inseguro,inseguro,falta de vigilacia policial,aumento,no sabe,no sabe,aumento,aumento,no sabe,disminuyo,aumento,no sabe,no sabe,4,5,5,Bogotá,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
