DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,Aporte_policia,Aporte_fuerzas_armadas,Aporte_alcaldia,Aporte_justicia_fiscalia,Aporte_justicia_jueces,Aported_convivencia_ICBF,Aporte_convivencia_InspeccionesPolicia,Aporte_convivencia_CentroConciliacion,Nivel_satisfaccion_policia,Nivel_confianza_policia,Solicitó_servicios_policia
607217,237,1,1,1,1367.0340249,Mucho,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,3,0
607218,237,1,1,1,1494.3376929,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
607219,237,1,1,1,1717.5404765,Mucho,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,4,5,0
607219,237,2,1,2,1717.5404765,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Mucho,3,4,0
607220,237,1,1,1,1935.8474072,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,2,3,0
607220,237,2,1,2,1935.8474072,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Poco,2,3,0
607220,237,3,1,3,1935.8474072,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,3,0
607220,237,6,1,6,1935.8474072,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
607221,237,1,1,1,2146.3004799,Mucho,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,4,4,0
607221,237,2,1,2,2146.3004799,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Poco,Poco,4,5,1
607222,237,1,1,1,2455.4070685,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Poco,Poco,4,4,1
607222,237,2,1,2,2455.4070685,Mucho,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,5,5,0
607223,237,1,1,1,3203.7652917,Mucho,Nada,Poco,Nada,Nada,Poco,Poco,Poco,4,4,0
607223,237,2,1,2,3203.7652917,Mucho,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,4,0
607223,237,3,1,3,3203.7652917,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
607224,237,1,1,1,2122.569326,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607225,237,1,1,1,2926.7733817,Mucho,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,5,5,0
607225,237,2,1,2,2926.7733817,Mucho,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,5,5,0
607226,237,1,1,1,3259.8434967,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Poco,4,4,0
607226,237,2,1,2,3259.8434967,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Mucho,Poco,4,4,0
607227,237,1,1,1,2982.8515867,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,3,5,0
607228,237,1,1,1,3107.1769344,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,Mucho,2,3,1
607228,237,2,1,2,3107.1769344,Poco,Poco,Poco,Nada,Nada,Poco,Mucho,Mucho,3,2,0
607229,237,1,1,1,4217.6577248,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
607229,237,2,1,2,4217.6577248,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Poco,Poco,5,5,0
607229,237,3,1,3,4217.6577248,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Poco,Poco,5,5,0
607230,237,1,1,1,3171.4046273,Poco,Mucho,Poco,Poco,Poco,Nada,Nada,Poco,1,3,1
607230,237,2,1,2,3171.4046273,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
607231,237,1,1,1,2182.3454833,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
607232,237,1,1,1,72.355799089,Nada,Nada,Nada,Poco,Nada,Poco,Nada,Nada,4,3,0
607233,237,1,1,1,57.987691433,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
607233,237,2,1,2,57.987691433,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
607234,237,1,1,1,72.866256099,Poco,Poco,Nada,Poco,Nada,Poco,Poco,Poco,4,4,1
607234,237,2,1,2,72.866256099,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Poco,3,4,0
607234,237,3,1,3,72.866256099,Poco,Nada,Nada,Nada,Poco,Poco,Poco,Poco,4,4,0
607234,237,4,1,4,72.866256099,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Nada,3,4,0
607235,237,1,1,1,77.377647777,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
607235,237,2,1,2,77.377647777,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
607236,237,1,1,1,67.173532902,Mucho,Mucho,Mucho,Poco,Mucho,Poco,Nada,Poco,4,4,1
607237,237,1,1,1,79.258925078,Mucho,Mucho,Poco,Poco,Poco,Poco,Nada,Poco,3,3,0
607237,237,2,1,2,79.258925078,Mucho,Poco,Poco,Poco,Poco,Nada,Nada,Nada,4,3,0
607237,237,3,1,3,79.258925078,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Nada,4,4,0
607237,237,4,1,4,79.258925078,Mucho,Mucho,Poco,Poco,Poco,Poco,Nada,Nada,2,3,0
607238,237,1,1,1,74.010449829,Poco,Poco,Nada,Poco,Nada,Poco,Poco,Poco,3,3,0
607238,237,2,1,2,74.010449829,Poco,Nada,Nada,Nada,Nada,Nada,Poco,Nada,3,3,0
607239,237,1,1,1,71.803518835,Poco,Poco,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
607239,237,2,1,2,71.803518835,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Nada,3,3,0
607239,237,3,1,3,71.803518835,Poco,Poco,Nada,Nada,Nada,Poco,Nada,Nada,3,4,0
607239,237,4,1,4,71.803518835,Poco,Poco,Nada,Poco,Nada,Poco,Nada,Nada,3,2,0
607240,237,1,1,1,60.715778265,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
607240,237,2,1,2,60.715778265,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607240,237,3,1,3,60.715778265,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,4,4,0
607241,237,1,1,1,110.8474394,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Nada,3,1,0
607241,237,2,1,2,110.8474394,Nada,Nada,Poco,Nada,Nada,Poco,Nada,Nada,2,1,0
607241,237,3,1,3,110.8474394,Nada,Nada,Poco,Nada,Nada,Poco,Nada,Nada,3,1,0
607242,237,1,1,1,111.27011363,Poco,Nada,Poco,Nada,Nada,Poco,Poco,Nada,3,1,0
607242,237,2,1,2,111.27011363,Poco,Poco,Mucho,Mucho,Poco,Mucho,Poco,Nada,2,1,0
607243,237,1,1,1,61.310209207,Mucho,Nada,Nada,Nada,Nada,Poco,Poco,Poco,5,1,0
607243,237,2,1,2,61.310209207,Mucho,Nada,Poco,Poco,Poco,Poco,Mucho,Nada,3,1,0
607243,237,3,1,3,61.310209207,Mucho,Poco,Poco,Nada,Nada,Poco,Mucho,Poco,3,2,0
607243,237,4,1,4,61.310209207,Mucho,Poco,Poco,Nada,Nada,Poco,Mucho,Poco,3,1,0
607244,237,1,1,1,59.39176818,Nada,Nada,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
607244,237,2,1,2,59.39176818,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
607244,237,3,1,3,59.39176818,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607247,237,1,1,1,65.105911411,Poco,Poco,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,4,4,0
607247,237,2,1,2,65.105911411,Mucho,Mucho,Poco,Mucho,Poco,Mucho,Mucho,Mucho,5,4,0
607248,237,1,1,1,91.219329024,Poco,Nada,Nada,Poco,Poco,Poco,Poco,Nada,3,3,0
607248,237,2,1,2,91.219329024,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Nada,4,3,0
607248,237,3,1,3,91.219329024,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Nada,4,4,0
607248,237,4,1,4,91.219329024,Mucho,Poco,Poco,Poco,Poco,Nada,Nada,Nada,4,3,0
607248,237,5,1,5,91.219329024,Mucho,Mucho,Poco,Poco,Poco,Nada,Poco,Nada,4,3,0
607250,237,1,1,1,65.77113093,Mucho,Nada,Nada,Nada,Poco,Poco,Poco,Poco,4,4,1
607250,237,2,1,2,65.77113093,Mucho,Nada,Nada,Nada,Poco,Mucho,Poco,Nada,4,4,0
607250,237,3,1,3,65.77113093,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
607251,237,1,1,1,83.119327005,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Mucho,5,3,1
607251,237,2,1,2,83.119327005,Poco,Nada,Nada,Poco,Nada,Poco,Poco,Poco,5,5,0
607251,237,3,1,3,83.119327005,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
607252,237,1,1,1,97.459942247,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
607252,237,2,1,2,97.459942247,Mucho,Poco,Poco,Poco,Nada,Nada,Poco,Nada,4,4,0
607253,237,1,1,1,85.481117756,Nada,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607253,237,2,1,2,85.481117756,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Nada,3,2,0
607253,237,3,1,3,85.481117756,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
607253,237,4,1,4,85.481117756,Mucho,Poco,Nada,Nada,Nada,Poco,Poco,Poco,3,4,0
607254,237,1,1,1,72.09057202,Poco,Poco,Nada,Poco,Poco,Poco,Nada,Nada,2,1,0
607254,237,2,2,1,72.09057202,Poco,Nada,Poco,Poco,Poco,Nada,Nada,Nada,3,1,0
607254,237,3,3,1,72.09057202,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,2,1,0
607255,237,1,1,1,56.238713533,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607255,237,2,1,2,56.238713533,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607256,237,1,1,1,68.130275673,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
607256,237,2,1,2,68.130275673,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
607256,237,5,1,5,68.130275673,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607257,237,1,1,1,49.734468512,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607257,237,2,1,2,49.734468512,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607257,237,3,1,3,49.734468512,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607257,237,4,1,4,49.734468512,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
607258,237,1,1,1,60.715778265,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607258,237,2,1,2,60.715778265,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
607258,237,3,1,3,60.715778265,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607259,237,1,1,1,57.826936475,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Nada,2,3,0
607259,237,2,1,2,57.826936475,Poco,Poco,Nada,Poco,Nada,Nada,Nada,Nada,2,2,0
607259,237,3,1,3,57.826936475,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
607260,237,1,1,1,48.603576871,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607260,237,2,1,2,48.603576871,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
607260,237,3,1,3,48.603576871,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,2,0
607261,237,1,1,1,54.414301442,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607261,237,2,1,2,54.414301442,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607261,237,3,1,3,54.414301442,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607261,237,4,1,4,54.414301442,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Nada,3,3,0
607262,237,1,1,1,57.664414622,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,5,4,0
607263,237,1,1,1,52.188922289,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
607263,237,2,1,2,52.188922289,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Poco,3,3,0
607264,237,1,1,1,96.763540641,Nada,Nada,Nada,Nada,Nada,Poco,Poco,Poco,3,2,0
607264,237,2,1,2,96.763540641,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
607265,237,1,1,1,52.188922289,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
607265,237,2,1,2,52.188922289,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607266,237,1,1,1,48.668680175,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607266,237,2,1,2,48.668680175,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607266,237,3,1,3,48.668680175,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607267,237,1,1,1,53.569140769,Mucho,Mucho,Poco,Poco,Poco,Nada,Mucho,Nada,3,3,0
607267,237,2,1,2,53.569140769,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Poco,3,3,0
607268,237,1,1,1,45.0213861,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,4,4,0
607269,237,1,1,1,46.988236494,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,2,2,0
607269,237,2,1,2,46.988236494,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
607270,237,1,1,1,57.935107349,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,3,3,0
607270,237,2,1,2,57.935107349,Poco,Poco,Poco,Poco,Nada,Nada,Poco,Nada,3,3,0
607270,237,3,1,3,57.935107349,Mucho,Mucho,Poco,Poco,Nada,Nada,Mucho,Nada,4,4,0
607270,237,4,1,4,57.935107349,Poco,Poco,Nada,Nada,Nada,Nada,Mucho,Nada,3,3,0
607271,237,1,1,1,76.840132895,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
607271,237,2,1,2,76.840132895,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
607271,237,3,1,3,76.840132895,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
607272,237,1,1,1,40.25219615,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607272,237,2,1,2,40.25219615,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,2,0
607272,237,3,1,3,40.25219615,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607272,237,6,1,6,40.25219615,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Poco,3,2,0
607273,237,1,1,1,55.404720519,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607274,237,1,1,1,47.144403661,Mucho,Mucho,Poco,Nada,Nada,Poco,Nada,Nada,4,4,0
607275,237,1,1,1,68.40117025,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,Mucho,4,5,0
607275,237,2,1,2,68.40117025,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
607276,237,1,1,1,50.12198041,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
607276,237,2,1,2,50.12198041,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,4,4,0
607276,237,3,1,3,50.12198041,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
607277,237,1,1,1,74.139961657,Mucho,Mucho,Mucho,Poco,Poco,Nada,Poco,Nada,4,4,0
607278,237,1,1,1,69.30484782,Mucho,Poco,Poco,Poco,Poco,Poco,Nada,Nada,3,4,0
607278,237,2,1,2,69.30484782,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Nada,3,4,0
607279,237,1,1,1,37.015039875,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607279,237,2,1,2,37.015039875,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607279,237,3,1,3,37.015039875,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Poco,4,4,0
607280,237,1,1,1,52.779062332,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,3,3,0
607280,237,2,1,2,52.779062332,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Poco,4,4,0
607280,237,3,1,3,52.779062332,Poco,Poco,Nada,Poco,Nada,Mucho,Poco,Poco,4,4,0
607280,237,4,1,4,52.779062332,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,5,0
607281,237,1,1,1,48.193063071,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,1,0
607281,237,2,1,2,48.193063071,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Poco,3,3,0
607282,237,1,1,1,65.278466661,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607282,237,2,1,2,65.278466661,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Poco,4,3,0
607283,237,1,1,1,45.192784611,Poco,Nada,Poco,Nada,Nada,Poco,Poco,Poco,2,3,0
607283,237,2,1,2,45.192784611,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Poco,3,3,0
607284,237,1,1,1,69.446305505,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Nada,Poco,5,5,0
607284,237,2,1,2,69.446305505,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Poco,5,5,0
607285,237,1,1,1,57.030739736,Nada,Poco,Poco,Mucho,Nada,Poco,Nada,Nada,1,1,1
607286,237,1,1,1,46.729033393,Mucho,Mucho,Poco,Poco,Nada,Poco,Mucho,Mucho,5,4,0
607286,237,2,1,2,46.729033393,Poco,Poco,Nada,Nada,Nada,Poco,Nada,Nada,3,4,0
607287,237,1,1,1,44.561718485,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607287,237,2,1,2,44.561718485,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
607288,237,10,1,10,40.306942317,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,3,0
607288,237,1,1,1,40.306942317,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607288,237,2,1,2,40.306942317,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607288,237,4,1,4,40.306942317,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,4,4,0
607288,237,5,1,5,40.306942317,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Nada,3,3,0
607288,237,7,1,7,40.306942317,Poco,Poco,Nada,Poco,Nada,Poco,Poco,Nada,3,3,0
607288,237,8,1,8,40.306942317,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607289,237,1,1,1,52.242935195,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607289,237,2,1,2,52.242935195,Poco,Poco,Poco,Poco,Poco,Nada,Nada,Nada,2,3,0
607290,237,1,1,1,47.398823361,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
607291,237,1,1,1,72.206488285,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607291,237,2,1,2,72.206488285,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Nada,5,5,0
607292,237,1,1,1,34.864447438,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607292,237,3,1,3,34.864447438,Poco,Poco,Poco,Poco,Nada,Poco,Nada,Nada,2,2,0
607293,237,1,1,1,37.792489398,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Nada,2,2,0
607294,237,1,1,1,37.909949697,Mucho,Nada,Nada,Nada,Nada,Nada,Poco,Nada,4,4,0
607294,237,2,1,2,37.909949697,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607294,237,3,1,3,37.909949697,Mucho,Nada,Nada,Nada,Nada,Nada,Poco,Nada,3,3,0
607295,237,1,1,1,67.652319633,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
607295,237,2,1,2,67.652319633,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
607295,237,3,1,3,67.652319633,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
607296,237,1,1,1,42.291685616,Mucho,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607296,237,2,1,2,42.291685616,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607297,237,1,1,1,79.908391816,Mucho,Mucho,Mucho,Poco,Nada,Poco,Mucho,Nada,5,5,0
607297,237,2,1,2,79.908391816,Mucho,Mucho,Poco,Nada,Nada,Nada,Mucho,Nada,4,4,0
607297,237,3,1,3,79.908391816,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,Poco,4,4,0
607298,237,1,1,1,88.638425689,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607298,237,3,1,3,88.638425689,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
607299,237,1,1,1,112.46125789,Poco,Poco,Poco,Nada,Poco,Nada,Poco,Nada,4,4,0
607299,237,2,1,2,112.46125789,Poco,Poco,Nada,Nada,Nada,Mucho,Nada,Poco,4,4,0
607300,237,1,1,1,113.81821071,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
607300,237,2,1,2,113.81821071,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,2,2,0
607301,237,1,1,1,80.787678255,Mucho,Mucho,Mucho,Poco,Nada,Nada,Mucho,Poco,5,5,0
607301,237,2,1,2,80.787678255,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
607301,237,3,1,3,80.787678255,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
607302,237,1,1,1,76.951000721,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607303,237,1,1,1,70.109413966,Poco,Poco,Poco,Poco,Poco,Nada,Nada,Nada,3,3,0
607304,237,1,1,1,60.171611607,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Nada,3,5,0
607304,237,2,1,2,60.171611607,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,3,0
607305,237,1,1,1,67.595389133,Mucho,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,5,5,0
607305,237,2,1,2,67.595389133,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
607305,237,3,1,3,67.595389133,Mucho,Poco,Nada,Nada,Nada,Nada,Nada,Nada,4,4,0
607306,237,1,1,1,70.093256333,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,Poco,Mucho,4,5,0
607306,237,2,1,2,70.093256333,Mucho,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,Poco,5,5,0
607306,237,3,1,3,70.093256333,Poco,Poco,Poco,Mucho,Poco,Poco,Poco,Mucho,5,5,0
607307,237,1,1,1,107.18258374,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607307,237,2,1,2,107.18258374,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607307,237,3,1,3,107.18258374,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,1,0
607308,237,1,1,1,71.676696771,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607308,237,2,1,2,71.676696771,Poco,Poco,Poco,Poco,Nada,Poco,Nada,Nada,3,2,0
607309,237,1,1,1,77.250863601,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
607309,237,2,1,2,77.250863601,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607309,237,3,1,3,77.250863601,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607309,237,4,1,4,77.250863601,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607310,237,1,1,1,76.93013397,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607310,237,2,1,2,76.93013397,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607310,237,3,1,3,76.93013397,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,2,2,0
607310,237,4,1,4,76.93013397,Poco,Poco,Nada,Poco,Poco,Nada,Poco,Poco,3,3,0
607310,237,5,1,5,76.93013397,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,4,0
607311,237,1,1,1,114.56034238,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
607311,237,2,1,2,114.56034238,Poco,Poco,Poco,Poco,Poco,Mucho,Mucho,Poco,4,3,0
607312,237,1,1,1,139.70916939,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Nada,4,3,0
607312,237,2,1,2,139.70916939,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,4,4,0
607312,237,3,1,3,139.70916939,Poco,Poco,Nada,Poco,Poco,Mucho,Nada,Poco,4,5,0
607312,237,4,1,4,139.70916939,Nada,Poco,Poco,Nada,Nada,Poco,Poco,Poco,3,4,0
607313,237,1,1,1,92.34862282,Mucho,Mucho,Mucho,Poco,Poco,Nada,Mucho,Nada,5,5,0
607313,237,2,1,2,92.34862282,Mucho,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,4,5,0
607314,237,1,1,1,72.618027574,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Nada,3,2,0
607314,237,2,1,2,72.618027574,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607315,237,1,1,1,61.928666011,Poco,Poco,Nada,Nada,Nada,Poco,Nada,Nada,2,2,1
607315,237,2,1,2,61.928666011,Mucho,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
607316,237,1,1,1,72.192549812,Poco,Poco,Poco,Poco,Nada,Nada,Poco,Nada,3,3,0
607316,237,2,1,2,72.192549812,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
607317,237,1,1,1,58.402416211,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,5,5,0
607317,237,2,1,2,58.402416211,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
607317,237,3,1,3,58.402416211,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,5,5,0
607318,237,1,1,1,50.929463498,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607318,237,2,1,2,50.929463498,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,2,3,0
607319,237,1,1,1,65.044818021,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
607319,237,2,1,2,65.044818021,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
607319,237,3,1,3,65.044818021,Poco,Poco,Nada,Poco,Poco,Mucho,Poco,Poco,3,3,0
