DIRECTORIO,Aporte_policia,Aporte_fuerzas_armadas,Aporte_alcaldia,Aporte_justicia_fiscalia,Aporte_justicia_jueces,Aported_convivencia_ICBF,Aporte_convivencia_InspeccionesPolicia,Aporte_convivencia_CentroConciliacion,Nivel_satisfaccion_policia,Nivel_confianza_policia,Solicitó_servicios_policia
600137,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,2,1,1
600137,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
600137,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600138,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,5,1,0
600139,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Mucho,3,3,0
600139,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,2,0
600139,Mucho,Mucho,Mucho,Mucho,Mucho,Nada,Nada,Mucho,4,4,0
600140,Poco,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,Mucho,4,3,0
600141,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Poco,3,3,0
600141,Poco,Nada,Nada,Poco,Nada,Poco,Poco,Poco,3,3,0
600142,Poco,Mucho,Poco,Poco,Poco,Nada,Nada,Nada,3,3,0
600142,Poco,Mucho,Poco,Poco,Poco,Nada,Poco,Poco,4,2,0
600143,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600144,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600144,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600144,Nada,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600145,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,3,0
600146,Nada,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600146,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,3,3,0
600146,Poco,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,3,3,0
600147,Poco,Poco,Nada,Poco,Nada,Poco,Poco,Nada,3,3,0
600147,Mucho,Poco,Poco,Poco,Nada,Nada,Poco,Nada,3,3,0
600147,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
600147,Poco,Poco,Nada,Poco,Nada,Nada,Poco,Nada,2,3,0
600148,Poco,Mucho,Poco,Mucho,Poco,Mucho,Mucho,Mucho,4,5,0
600149,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,2,2,1
600149,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,1
600149,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
600149,Poco,Poco,Nada,Poco,Poco,Nada,Nada,Poco,2,2,0
600149,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Poco,2,2,0
600150,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600151,Nada,Poco,Nada,Poco,Nada,Nada,Nada,Nada,1,1,0
600151,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600152,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0
600152,Poco,Nada,Nada,Nada,Nada,Nada,Poco,Nada,3,3,0
600153,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,2,1,1
600153,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,1,1
600154,Poco,Poco,Poco,Nada,Nada,Nada,Poco,Poco,4,5,1
600154,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,2,2,0
600155,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,1
600156,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,4,4,0
600156,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
600157,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600157,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600158,Poco,Mucho,Poco,Mucho,Poco,Poco,Mucho,Poco,3,3,0
600159,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,3,1
600159,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600159,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600160,Poco,Poco,Poco,Nada,Nada,Nada,Poco,Nada,2,2,1
600161,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600161,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600161,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600161,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600162,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
600163,Poco,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600163,Poco,Poco,Nada,Nada,Poco,Poco,Poco,Nada,2,2,0
600164,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
600164,Mucho,Poco,Poco,Nada,Poco,Poco,Poco,Poco,3,3,0
600165,Nada,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
600165,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,1,1,0
600166,Poco,Nada,Mucho,Nada,Mucho,Mucho,Mucho,Mucho,3,1,0
600167,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,1
600168,Nada,Poco,Nada,Poco,Nada,Nada,Poco,Poco,3,3,0
600168,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600169,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600169,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Poco,2,2,0
600169,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,3,0
600170,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
600170,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600171,Poco,Poco,Poco,Poco,Nada,Nada,Poco,Poco,3,3,0
600172,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,2,2,0
600173,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,Mucho,3,3,0
600173,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,2,0
600174,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600174,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,2,3,0
600174,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
600175,Poco,Mucho,Nada,Poco,Nada,Mucho,Nada,Nada,3,3,1
600175,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,1,0
600175,Poco,Poco,Nada,Poco,Nada,Mucho,Poco,Poco,4,4,0
600176,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600176,Poco,Mucho,Nada,Poco,Nada,Mucho,Poco,Poco,3,3,0
600176,Poco,Nada,Poco,Nada,Nada,Poco,Poco,Poco,3,4,0
600177,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Poco,2,4,0
600178,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,1
600178,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
600178,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600179,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,5,5,0
600179,Poco,Mucho,Poco,Mucho,Poco,Mucho,Poco,Poco,4,4,0
600179,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600180,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Nada,3,2,0
600180,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,3,0
600181,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Nada,3,3,0
600182,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Poco,3,3,0
600182,Nada,Poco,Nada,Poco,Nada,Nada,Nada,Nada,2,1,0
600182,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600182,Poco,Poco,Poco,Poco,Poco,Mucho,Nada,Nada,5,3,0
600183,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
600183,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
600183,Poco,Poco,Poco,Mucho,Poco,Poco,Poco,Poco,4,3,0
600184,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Poco,3,3,0
600184,Mucho,Poco,Nada,Poco,Nada,Poco,Poco,Poco,3,4,0
600185,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600185,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600186,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600187,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0
600187,Poco,Nada,Nada,Poco,Nada,Nada,Poco,Poco,4,3,0
600188,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,2,2,0
600189,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
600189,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600189,Mucho,Mucho,Mucho,Nada,Poco,Mucho,Poco,Poco,4,4,0
600190,Mucho,Mucho,Poco,Poco,Nada,Poco,Nada,Poco,3,5,0
600191,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,4,0
600191,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,4,0
600192,Poco,Nada,Poco,Nada,Nada,Nada,Poco,Nada,3,3,1
600193,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,1,0
600193,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
600194,Mucho,Poco,Poco,Poco,Poco,Nada,Poco,Nada,3,3,1
600195,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
600196,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,1,3,0
600196,Mucho,Mucho,Poco,Mucho,Poco,Poco,Mucho,Poco,3,4,0
600197,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Nada,3,1,0
600198,Mucho,Mucho,Poco,Poco,Poco,Nada,Poco,Poco,3,3,0
600199,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600199,Nada,Mucho,Mucho,Nada,Nada,Nada,Nada,Nada,3,3,0
600200,Poco,Mucho,Poco,Nada,Nada,Nada,Poco,Nada,3,3,0
600200,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,3,2,0
600201,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Nada,3,3,0
600201,Poco,Poco,Nada,Nada,Nada,Poco,Nada,Nada,3,2,0
600201,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Nada,3,1,0
600201,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Nada,3,2,0
600202,Poco,Poco,Nada,Nada,Nada,Mucho,Mucho,Mucho,2,1,0
600202,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Nada,3,1,0
600203,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,Mucho,3,3,0
600203,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,Mucho,3,3,0
600203,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
600203,Mucho,Mucho,Poco,Poco,Poco,Mucho,Mucho,Mucho,3,3,0
600204,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,1
600204,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
600204,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
600205,Poco,Poco,Poco,Poco,Poco,Mucho,Nada,Poco,4,4,0
600205,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,4,4,0
600206,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600207,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Mucho,4,4,0
600207,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,5,5,0
600207,Poco,Mucho,Mucho,Poco,Poco,Mucho,Mucho,Mucho,3,3,0
600208,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Mucho,1,1,0
600208,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
600208,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,3,3,0
600209,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600209,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Nada,4,3,0
600210,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Poco,3,5,1
600210,Poco,Mucho,Nada,Poco,Nada,Nada,Poco,Poco,3,2,0
600210,Nada,Mucho,Nada,Nada,Nada,Nada,Poco,Nada,2,2,0
600211,Mucho,Mucho,Poco,Poco,Nada,Poco,Poco,Poco,4,4,0
600212,Mucho,Mucho,Poco,Poco,Poco,Nada,Poco,Poco,3,5,0
600212,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
600213,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Nada,2,4,0
600213,Poco,Poco,Poco,Nada,Nada,Mucho,Nada,Poco,3,3,0
600213,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,1,2,0
600214,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,Poco,3,2,0
600214,Poco,Poco,Nada,Nada,Nada,Mucho,Mucho,Poco,3,3,0
600214,Poco,Poco,Nada,Nada,Nada,Mucho,Poco,Poco,2,1,1
600214,Poco,Poco,Poco,Nada,Nada,Mucho,Mucho,Poco,3,3,0
600214,Poco,Poco,Nada,Nada,Nada,Mucho,Poco,Poco,3,3,0
600215,Poco,Nada,Poco,Nada,Nada,Nada,Poco,Nada,3,3,1
600216,Mucho,Poco,Poco,Mucho,Poco,Poco,Mucho,Poco,4,4,0
600216,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,3,1,0
600216,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
600217,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,3,1
600217,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Poco,3,4,0
600217,Poco,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,3,1,0
600218,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Poco,5,3,0
600219,Poco,Mucho,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
600219,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Nada,2,3,0
600220,Mucho,Mucho,Nada,Mucho,Poco,Poco,Mucho,Poco,4,3,0
600220,Mucho,Mucho,Nada,Poco,Poco,Mucho,Mucho,Poco,4,4,1
600221,Mucho,Mucho,Mucho,Mucho,Nada,Mucho,Mucho,Mucho,4,4,0
600221,Mucho,Mucho,Poco,Poco,Nada,Mucho,Mucho,Mucho,4,4,0
600221,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,3,0
600222,Mucho,Poco,Poco,Nada,Nada,Nada,Nada,Nada,4,3,0
600223,Mucho,Poco,Poco,Poco,Poco,Poco,Mucho,Mucho,4,5,0
600223,Mucho,Poco,Nada,Poco,Poco,Poco,Mucho,Nada,4,3,0
600224,Poco,Poco,Poco,Nada,Nada,Nada,Poco,Nada,3,3,1
600225,Nada,Poco,Poco,Nada,Nada,Nada,Nada,Nada,1,1,1
600225,Poco,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,2,1,1
600226,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
600226,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600227,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
600227,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600228,Poco,Mucho,Nada,Poco,Poco,Poco,Poco,Mucho,3,3,0
600228,Mucho,Mucho,Nada,Poco,Poco,Mucho,Poco,Poco,4,4,0
600228,Poco,Mucho,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
600228,Poco,Mucho,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
600229,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600229,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
600230,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600231,Poco,Mucho,Nada,Poco,Poco,Poco,Poco,Poco,2,2,0
600231,Mucho,Mucho,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
600231,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,Poco,Poco,4,4,0
600231,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,4,4,0
600232,Mucho,Mucho,Nada,Mucho,Mucho,Mucho,Mucho,Mucho,4,5,0
600233,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
600233,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600233,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600233,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600234,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,3,0
600234,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
600234,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
600234,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
600235,Nada,Nada,Nada,Nada,Poco,Poco,Nada,Nada,1,1,0
600236,Mucho,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,5,5,0
600236,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0
600237,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600237,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600237,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600237,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600237,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600238,Poco,Poco,Nada,Poco,Nada,Poco,Nada,Nada,2,5,0
600238,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,1,3,0
600239,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Poco,Mucho,4,5,0
600239,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,4,4,0
600240,Poco,Mucho,Poco,Poco,Nada,Mucho,Poco,Poco,3,2,0
600241,Poco,Poco,Nada,Nada,Poco,Poco,Poco,Poco,4,4,0
600241,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,4,4,0
600242,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,4,3,0
600242,Mucho,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,5,5,0
600243,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
600243,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,3,1,0
600243,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,3,4,0
600244,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
600244,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,1,3,0
600244,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Nada,5,4,0
600245,Mucho,Mucho,Nada,Nada,Poco,Mucho,Mucho,Nada,5,5,1
600245,Poco,Poco,Nada,Nada,Nada,Mucho,Poco,Nada,4,4,0
600246,Poco,Mucho,Poco,Poco,Mucho,Mucho,Poco,Mucho,3,3,0
600246,Poco,Mucho,Poco,Poco,Poco,Mucho,Mucho,Mucho,3,3,0
600246,Mucho,Mucho,Nada,Mucho,Nada,Mucho,Poco,Poco,4,4,0
600246,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,4,4,0
600246,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
600246,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600247,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,1,1,0
600247,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,1,1,0
600248,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600249,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600249,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600249,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
600249,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,3,0
600250,Poco,Poco,Nada,Poco,Nada,Nada,Nada,Nada,1,1,0
600250,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,2,0
600251,Mucho,Mucho,Nada,Mucho,Nada,Nada,Poco,Nada,3,3,0
600251,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600254,Poco,Poco,Nada,Poco,Mucho,Poco,Nada,Poco,2,3,1
600254,Poco,Poco,Nada,Poco,Mucho,Poco,Nada,Poco,3,3,1
600254,Poco,Poco,Nada,Poco,Mucho,Poco,Nada,Poco,2,3,0
600255,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,5,5,0
600256,Mucho,Poco,Nada,Nada,Poco,Poco,Poco,Poco,3,4,0
600256,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,4,0
600256,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Nada,3,4,0
600256,Mucho,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,4,0
600257,Mucho,Mucho,Nada,Poco,Poco,Nada,Mucho,Poco,3,3,0
600257,Poco,Mucho,Nada,Poco,Poco,Poco,Poco,Poco,3,1,0
600257,Poco,Mucho,Nada,Nada,Nada,Nada,Poco,Nada,3,2,0
600257,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
600258,Mucho,Mucho,Poco,Mucho,Poco,Nada,Mucho,Nada,3,4,0
600258,Mucho,Mucho,Poco,Mucho,Poco,Nada,Mucho,Poco,4,5,0
600259,Mucho,Mucho,Nada,Poco,Poco,Nada,Nada,Nada,4,4,0
600259,Mucho,Mucho,Nada,Poco,Poco,Nada,Mucho,Poco,4,4,0
600260,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
600260,Mucho,Mucho,Nada,Poco,Poco,Nada,Mucho,Nada,4,3,0
600261,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600261,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600262,Poco,Poco,Nada,Mucho,Nada,Mucho,Poco,Mucho,1,1,0
600262,Poco,Poco,Nada,Poco,Nada,Mucho,Nada,Mucho,2,2,0
600262,Poco,Poco,Nada,Mucho,Nada,Mucho,Poco,Mucho,2,1,0
600262,Poco,Poco,Nada,Mucho,Nada,Mucho,Nada,Mucho,2,2,0
600263,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,4,4,0
600263,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600263,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600263,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600264,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600264,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600265,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600265,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600265,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600265,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600266,Poco,Poco,Nada,Nada,Nada,Mucho,Mucho,Nada,4,4,0
600266,Poco,Poco,Poco,Poco,Nada,Mucho,Poco,Poco,3,3,0
600266,Poco,Nada,Nada,Nada,Nada,Mucho,Poco,Nada,3,2,0
600266,Poco,Nada,Nada,Nada,Nada,Mucho,Poco,Nada,3,3,0
600266,Mucho,Nada,Nada,Nada,Nada,Mucho,Mucho,Nada,3,3,0
600266,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,1
600267,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Poco,3,3,0
600267,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Poco,2,1,0
600267,Poco,Mucho,Mucho,Mucho,Poco,Mucho,Poco,Mucho,3,3,0
600268,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600268,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600269,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600269,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600269,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600269,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600269,Mucho,Mucho,Mucho,Poco,Nada,Poco,Poco,Poco,4,4,0
600270,Nada,Nada,Poco,Nada,Nada,Poco,Nada,Nada,3,3,0
600270,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Poco,3,3,0
600270,Nada,Nada,Poco,Nada,Nada,Poco,Nada,Nada,2,2,0
600270,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600271,Poco,Poco,Nada,Poco,Poco,Mucho,Poco,Poco,2,2,0
600271,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600271,Poco,Nada,Nada,Nada,Nada,Nada,Poco,Nada,3,3,0
600271,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600271,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,2,0
600272,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,5,4,0
600272,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
600272,Mucho,Poco,Nada,Poco,Nada,Nada,Nada,Nada,2,5,0
600273,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,4,0
600273,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
600274,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600274,Nada,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600275,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
600276,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
600277,Nada,Poco,Poco,Poco,Nada,Poco,Poco,Poco,2,2,0
600277,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
600277,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600278,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
600279,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,5,4,0
600279,Poco,Nada,Poco,Nada,Nada,Poco,Poco,Poco,4,4,0
600280,Poco,Poco,Poco,Poco,Nada,Nada,Poco,Poco,2,1,0
600280,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
