DIRECTORIO,homicidio,extorsiones,vandalismo,consumo_drogas,consumo_alcohol,agresiones_vecinos,violaciones_sexuales,acoso_sexual,presencia_pandillas,expendedores_droga,guerrilla,hurto
623949,no,no,no,no,no,no,no,no,no,no,no,no
623950,no,no,no,no,no,no,no,no,no,no,no,no
623951,no,no,no,si,si,no,no,no,no,no,no,no
623952,no,no,no,no,no,no,no,no,no,no,no,no
623953,no,no,no,no,no,no,no,no,no,no,no,no
623954,no,no,no,no,si,no,no,no,no,no,no,no
623955,no,no,no,no,no,no,no,no,no,no,no,no
623956,no,no,no,no,no,no,no,no,no,no,no,no
623957,no,no,no,no,no,no,no,no,no,no,no,no
623958,no,no,no,no,no,no,no,no,no,no,no,no
623971,no,no,no,no,si,no,no,no,no,no,no,no
623972,no,no,no,no,si,no,no,no,no,no,no,no
623973,no,no,no,no,no,no,no,no,no,no,no,no
623974,no,no,no,no,no,no,no,no,no,no,no,no
623975,no,no,no,no,si,si,no,no,si,no,no,no
623976,no,no,no,no,no,no,no,no,si,no,no,no
623977,no,no,no,no,no,no,no,no,si,no,no,no
623978,no,no,no,no,no,no,no,no,si,no,no,no
623979,no,no,no,no,si,no,no,no,si,no,no,no
623980,no,no,no,no,no,no,no,no,no,no,no,no
623981,no,no,no,no,si,no,no,no,si,no,no,no
623982,no,no,no,no,no,no,no,no,no,no,no,no
623983,no,no,no,no,no,no,no,no,no,no,no,no
623984,no,no,no,no,si,no,no,no,si,no,no,no
623986,no,no,no,no,no,no,no,no,si,no,no,no
623987,no,no,no,no,si,no,no,no,no,no,no,no
623988,no,no,no,no,si,no,no,no,no,no,no,no
623989,no,no,no,no,si,no,no,no,no,no,no,no
623990,no,no,no,no,no,no,no,no,no,no,no,no
623991,no,no,no,no,si,no,no,no,si,no,no,no
623992,no,no,no,no,si,no,no,no,si,no,no,no
623994,no,no,no,no,no,no,no,no,no,no,no,no
623995,no,no,no,no,no,no,no,no,no,no,no,no
623996,no,no,no,no,si,no,no,no,no,no,no,no
623998,si,si,no,si,si,si,no,no,si,si,no,si
623999,si,si,no,si,si,si,si,si,si,si,no,si
624000,no,no,no,no,no,no,no,no,si,no,no,si
624001,no,si,no,no,no,no,no,no,no,no,no,si
624002,no,si,no,si,si,no,no,no,si,no,no,si
624003,si,si,no,si,si,si,no,si,si,si,no,si
624004,no,si,no,si,si,no,no,no,si,no,no,si
624005,no,si,no,no,no,no,no,no,no,no,no,si
624006,no,no,no,no,no,no,no,no,no,no,no,si
624007,no,si,no,si,si,no,no,no,no,no,no,si
624008,no,no,no,si,no,si,no,no,no,si,no,si
624009,si,si,si,si,si,no,no,no,si,si,no,si
624010,no,no,no,no,no,no,no,no,si,no,no,si
624011,no,si,si,si,si,si,no,no,si,si,no,si
624012,si,si,si,si,si,no,no,no,si,si,no,si
624013,no,no,no,no,no,no,no,no,no,no,no,si
624014,no,no,no,si,si,si,no,no,no,si,no,si
624015,no,no,no,si,si,si,no,no,no,si,no,si
624016,no,no,no,no,no,no,no,no,no,no,no,si
624017,no,no,no,si,si,no,no,no,si,si,no,si
624018,si,si,si,si,si,si,no,no,si,si,no,si
624019,si,si,si,si,si,si,no,no,si,si,no,si
624020,no,no,no,no,no,no,no,no,no,no,no,si
624021,si,si,si,si,si,si,no,no,si,si,no,si
624022,si,si,no,si,si,si,no,si,si,si,no,si
624023,si,si,no,si,si,si,no,no,si,si,no,si
624024,no,no,no,no,si,si,no,si,no,no,no,si
624025,no,no,si,si,si,si,no,no,si,si,no,si
624026,no,si,si,si,si,si,no,no,si,si,no,si
624027,no,si,si,si,si,si,no,no,si,si,no,si
624028,no,no,no,si,si,no,no,no,si,no,no,si
624029,si,no,si,si,si,no,no,no,no,si,no,si
624030,no,no,no,si,si,no,no,no,no,no,no,si
624031,no,no,no,si,si,si,no,no,no,no,no,si
624032,no,si,no,no,si,no,no,no,no,no,no,si
624033,no,no,no,si,si,no,no,no,no,no,no,si
624034,no,no,no,no,no,si,no,no,si,no,no,si
624035,no,no,no,no,no,no,no,no,no,no,no,no
624036,no,no,no,no,no,no,no,si,no,no,no,si
624037,no,no,no,no,no,no,no,no,no,no,no,no
624038,no,no,no,no,no,no,no,no,si,si,no,si
624039,no,no,no,no,no,no,no,no,no,no,no,si
624040,no,no,no,no,no,no,no,no,si,no,no,si
624041,no,no,no,no,no,no,no,no,no,no,no,si
624042,si,si,si,si,si,no,no,no,si,si,no,si
624043,no,no,no,no,no,no,no,no,no,no,no,si
624044,si,si,no,si,si,no,no,no,si,si,no,si
624045,no,no,no,no,no,no,no,no,no,no,no,si
624046,no,si,no,si,si,no,no,no,si,si,no,si
624047,no,no,no,no,no,no,no,no,no,no,no,si
624048,no,no,no,no,no,no,no,no,no,no,no,si
624049,no,no,no,no,no,no,no,no,no,no,no,no
624050,si,si,si,si,si,si,no,no,no,no,no,si
624051,no,no,no,no,no,no,no,no,no,no,no,si
624052,no,no,no,no,no,no,no,no,no,no,no,no
624053,no,no,no,si,si,no,no,no,no,no,no,si
624054,no,si,no,no,si,no,no,no,no,no,no,si
624055,no,no,no,no,no,no,no,no,no,no,no,si
624056,no,si,no,no,no,no,no,si,no,no,no,si
624057,no,no,no,no,no,no,no,no,no,no,no,si
624058,no,no,no,no,no,no,no,no,no,no,no,no
624059,no,no,no,no,no,no,no,no,no,no,no,no
624060,no,no,no,no,no,no,no,no,no,no,no,si
624061,no,no,no,si,si,no,no,no,no,no,no,si
624062,no,no,no,si,si,no,no,no,si,si,no,si
624063,si,no,no,no,no,si,no,no,si,no,no,si
624064,no,no,no,no,no,no,no,no,no,no,no,si
624065,no,no,no,no,si,no,no,no,no,no,no,si
624066,no,no,no,si,si,no,no,no,si,no,no,si
624067,no,no,no,no,no,no,no,no,no,no,no,si
624068,no,no,no,si,si,no,no,no,no,no,no,si
624069,no,no,no,si,no,no,no,no,si,no,no,si
624070,no,no,no,no,no,no,no,no,no,no,no,si
624071,no,no,no,no,no,no,no,no,no,no,no,no
624072,si,si,si,si,si,si,no,no,si,si,no,si
624073,si,si,si,si,si,si,no,no,si,si,no,si
624074,si,no,si,no,si,si,no,no,si,no,no,si
624075,no,no,si,si,si,si,no,no,no,no,no,si
624076,si,si,si,si,si,si,no,no,si,no,no,si
624077,no,no,si,si,si,si,no,no,si,si,no,si
624078,no,no,no,no,no,no,no,no,no,no,no,si
624079,no,no,no,si,si,no,no,si,no,no,no,si
624080,no,no,no,no,no,no,no,no,no,no,no,si
624081,no,no,si,si,si,si,no,no,si,si,no,si
624082,no,no,no,si,si,no,no,no,no,no,no,si
624083,no,no,no,si,si,no,no,no,no,no,no,si
624084,no,no,no,no,no,no,no,no,no,no,no,no
624085,no,si,si,si,si,si,no,no,si,si,no,si
624086,si,si,si,si,si,si,no,no,si,si,no,si
624087,si,si,si,si,si,no,no,no,si,si,no,si
624088,no,no,no,si,si,no,no,no,si,si,no,si
624089,si,si,no,no,no,no,no,no,no,no,no,si
624090,no,no,no,no,no,no,no,no,no,no,no,si
624091,no,no,no,si,si,si,no,no,no,no,no,no
624092,si,si,si,si,si,no,no,no,no,no,no,si
624093,no,no,si,si,si,si,no,no,no,no,no,si
624094,si,si,si,si,si,si,no,no,si,si,no,si
624095,no,no,no,no,no,no,no,no,no,no,no,no
624096,no,no,si,si,si,si,no,no,no,no,no,si
624097,no,no,no,no,no,no,no,no,no,no,no,no
624098,no,no,no,no,no,no,no,no,no,no,no,no
624099,si,no,no,si,no,no,no,no,si,si,no,si
624100,no,no,no,no,no,no,no,no,no,no,no,no
624101,no,no,no,no,no,si,no,no,no,no,no,si
624102,no,no,no,no,no,no,no,no,no,no,no,no
624103,si,si,si,si,si,no,no,no,si,no,no,si
624104,no,no,no,si,si,si,no,no,no,no,no,si
624105,si,si,si,si,no,no,no,no,si,no,no,si
624106,no,no,no,si,si,si,no,no,si,no,no,si
624107,no,no,no,si,si,si,no,si,no,no,no,si
624108,no,no,no,no,no,si,no,no,no,no,no,si
624109,no,no,no,no,no,no,no,no,no,no,no,si
624110,si,no,no,no,no,no,no,no,no,no,no,si
624111,no,no,no,no,no,no,no,no,no,no,no,si
624112,no,no,si,si,si,no,no,si,si,si,no,si
624113,no,no,no,no,no,no,no,no,no,no,no,si
624114,no,si,si,si,si,si,no,no,no,no,no,si
624115,no,no,no,no,no,no,no,no,no,no,no,si
624116,no,no,no,no,no,no,no,no,no,no,no,no
624117,no,no,no,no,no,no,no,no,no,no,no,no
624118,no,no,no,no,no,no,no,no,no,no,no,si
624119,no,no,no,no,no,no,no,no,no,no,no,si
624120,si,si,no,si,si,si,no,no,no,no,no,si
624121,no,no,no,no,no,no,no,no,no,no,no,si
624122,no,no,no,no,no,no,no,no,no,no,no,si
624123,no,no,no,no,no,no,no,no,no,no,no,si
624124,no,no,no,no,no,no,no,no,no,no,no,si
624125,no,no,no,no,no,no,no,no,no,no,no,si
624126,no,no,no,no,no,no,no,no,no,no,no,si
624127,no,no,no,no,no,no,no,no,no,no,no,si
624128,no,no,no,no,no,no,no,no,no,no,no,no
624129,no,no,no,no,no,no,no,no,no,si,no,si
624130,no,no,no,no,no,no,no,no,no,no,no,si
624131,no,no,no,no,no,no,no,no,no,no,no,si
624132,no,no,no,no,no,no,no,no,no,no,no,si
624133,no,no,no,no,no,no,no,no,no,no,no,no
624134,no,no,no,si,no,no,no,no,no,no,no,si
624135,no,no,no,no,no,no,no,no,no,no,no,si
624136,no,no,no,no,no,no,no,no,no,no,no,si
624137,no,no,no,no,no,no,no,no,no,no,no,si
624138,no,no,no,no,no,no,no,no,no,no,no,no
624139,no,no,si,si,si,si,no,si,si,si,no,si
624140,no,no,no,si,si,no,no,no,no,si,no,si
624141,si,si,si,si,si,si,no,si,si,si,no,si
624142,no,no,no,no,no,no,no,no,no,no,no,si
624143,no,no,si,si,si,no,no,si,si,si,no,si
624144,no,no,no,no,no,no,no,si,no,no,no,si
624145,no,no,no,no,no,no,no,no,no,no,no,no
624146,no,no,no,no,no,no,no,no,no,si,no,no
624147,no,no,no,no,no,no,no,no,no,no,no,si
624148,no,no,no,no,si,no,no,si,no,no,no,si
624149,no,no,no,no,no,no,no,no,no,no,no,si
624150,si,si,no,si,si,no,no,no,no,no,no,si
624151,no,no,no,no,no,no,no,no,no,no,no,si
624152,no,no,no,no,si,no,no,no,no,no,no,si
624153,no,no,no,no,no,no,no,no,no,no,no,no
624154,no,no,no,no,no,no,no,no,no,no,no,no
624155,no,no,no,no,no,no,no,no,no,no,no,no
624156,no,no,no,no,no,no,no,no,no,no,no,si
624157,no,no,no,no,no,no,no,no,no,no,no,no
624158,no,no,no,no,no,no,no,no,no,no,no,no
624159,no,no,no,no,no,no,no,no,no,no,no,no
624160,no,no,no,no,no,no,no,no,no,no,no,no
624161,no,no,no,no,no,no,no,no,no,no,no,no
624162,no,no,no,no,no,no,no,no,no,no,no,no
624163,no,no,no,no,no,no,no,no,no,no,no,no
624164,no,no,no,no,no,no,no,no,no,no,no,no
624165,no,no,no,no,no,no,no,no,no,no,no,no
624166,no,no,no,no,no,no,no,no,no,no,no,no
624167,no,no,no,no,no,no,no,no,no,no,no,no
624168,no,no,no,no,no,no,no,no,no,no,no,no
624169,no,no,no,no,no,no,no,no,no,no,no,no
624170,no,no,no,no,no,no,no,no,no,no,no,no
624171,no,no,no,si,no,no,no,no,no,si,no,no
624172,no,no,no,no,no,no,no,no,no,no,no,no
624173,no,no,no,no,no,no,no,no,no,no,no,si
624174,no,no,no,no,no,no,no,no,no,no,no,no
624175,no,no,no,no,no,no,no,no,no,no,no,si
624176,no,no,no,no,si,no,no,no,no,no,no,no
624177,no,no,no,no,si,no,no,no,no,no,no,no
624178,no,no,no,no,si,no,no,no,no,no,no,no
624179,no,no,no,no,si,no,no,no,no,no,no,no
624180,no,no,no,no,si,no,no,no,no,no,no,no
624181,no,no,no,no,no,no,no,no,no,no,no,no
624182,no,no,no,no,si,no,no,no,no,no,no,no
624183,no,no,no,no,si,no,no,no,no,no,no,no
624184,no,no,no,no,si,no,no,no,no,no,no,no
624185,no,no,no,no,no,no,no,no,no,no,no,no
624186,no,no,no,no,si,no,no,no,no,no,no,si
624187,no,no,no,no,si,no,no,no,no,no,no,si
624188,no,no,no,no,no,no,no,no,no,no,no,no
624189,no,no,no,no,si,no,no,no,no,no,no,si
624190,no,no,no,si,si,no,no,no,no,no,no,si
624191,no,no,no,no,no,no,no,no,no,no,no,no
624192,no,no,no,si,no,no,no,no,no,no,no,si
624193,no,no,no,si,no,no,no,no,no,no,no,si
624194,no,no,si,si,si,no,no,no,si,si,no,si
624195,no,no,no,si,no,no,no,no,no,no,no,si
624196,no,no,no,si,si,no,no,no,si,no,no,si
624197,no,no,no,no,si,no,no,no,no,no,no,si
624198,no,no,no,no,si,no,no,no,no,no,no,si
624199,no,no,no,no,si,no,no,no,no,no,no,no
624200,no,no,no,no,no,no,no,no,no,no,no,no
624201,no,no,no,si,si,no,no,no,si,no,no,si
624202,no,no,no,no,no,no,no,no,no,no,no,si
624203,no,no,no,no,no,no,no,no,no,no,no,si
624204,si,no,no,si,si,no,no,no,si,si,no,si
624205,si,no,no,si,si,no,no,no,no,si,no,si
624206,no,no,no,no,si,no,no,no,si,no,no,si
624207,si,no,no,si,si,no,no,no,no,no,no,si
624208,no,no,no,no,si,no,no,no,no,no,no,no
624209,si,no,no,si,si,no,no,no,no,si,no,si
624210,si,no,no,si,si,no,no,no,no,si,no,si
624211,si,no,no,no,si,no,no,no,no,no,no,si
624212,no,no,no,si,si,no,no,no,no,no,no,si
624213,si,no,no,si,si,si,no,no,si,no,no,si
624214,no,no,no,no,si,no,no,no,no,no,no,no
624215,si,no,no,si,si,no,no,no,no,no,no,si
624216,no,no,si,si,si,no,no,no,si,si,no,si
624217,no,no,si,si,si,no,no,no,si,si,no,si
624219,no,no,si,si,si,no,no,no,no,no,no,si
624220,no,no,no,no,si,no,no,no,no,no,no,no
624221,no,si,no,si,si,no,no,no,no,si,no,si
624222,no,no,no,no,no,no,no,no,no,no,no,no
624223,no,no,no,no,no,no,no,no,no,no,no,no
624224,no,no,si,si,si,no,no,no,no,no,no,si
624225,no,si,si,si,si,no,no,no,no,no,no,si
624226,si,no,no,si,si,no,no,no,si,no,no,si
624227,no,no,si,si,si,no,no,no,si,no,no,si
624228,si,no,no,si,no,no,no,no,no,no,no,si
624229,no,no,no,no,no,no,no,no,no,no,no,si
624230,no,no,no,si,no,no,no,no,no,no,no,si
624231,no,no,no,no,si,no,no,no,no,no,no,si
624232,no,no,no,no,si,no,no,no,no,no,no,si
624233,no,no,no,no,si,no,no,no,no,no,no,si
624234,no,no,no,si,si,no,no,no,no,no,no,si
624235,no,no,no,no,no,no,no,no,no,no,no,si
624236,no,no,no,si,no,no,no,no,no,no,no,si
624237,no,no,no,si,si,no,no,no,no,no,no,no
624238,no,no,no,no,si,no,no,no,no,no,no,no
624239,no,no,no,si,si,no,no,no,no,no,no,no
624240,no,no,no,no,si,no,no,no,no,no,no,no
624241,no,no,no,no,si,no,no,no,no,no,no,si
624242,no,no,no,no,no,no,no,no,no,no,no,si
624243,no,no,no,no,si,no,no,no,no,no,no,si
624244,no,no,no,no,si,no,no,no,no,no,no,si
624245,no,no,no,no,si,no,no,no,no,no,no,no
624246,no,no,no,no,si,no,no,no,no,no,no,si
624247,si,si,si,si,si,no,no,no,si,si,no,si
624248,si,si,si,si,si,no,no,no,no,si,no,si
624249,no,no,no,si,no,no,no,no,no,no,no,si
624250,no,no,no,si,si,no,no,no,no,no,no,si
624251,no,no,no,si,si,no,no,no,no,no,no,si
624252,no,no,no,si,no,no,no,no,no,no,no,si
624253,no,no,no,si,si,no,no,no,no,no,no,si
624254,no,no,no,si,si,no,no,no,no,no,no,si
624255,no,no,no,no,no,no,no,no,no,no,no,si
624256,no,no,no,si,si,no,no,no,no,no,no,si
624257,no,no,no,si,si,no,no,no,no,no,no,no
624258,no,no,no,no,no,no,no,no,no,no,no,si
624259,si,no,si,si,si,si,no,no,no,si,no,si
624260,no,no,si,si,si,no,no,no,no,si,no,si
624261,no,no,no,no,si,no,no,no,no,no,no,si
624262,no,no,no,si,no,no,no,no,no,no,no,si
624263,no,no,no,no,si,no,no,no,no,no,no,si
624264,no,no,si,si,si,no,no,no,no,no,no,si
624265,no,no,no,si,no,no,no,no,no,no,no,si
624266,no,no,no,no,no,no,no,no,no,no,no,si
624267,no,no,no,si,no,no,no,no,no,no,no,si
624268,no,no,no,si,no,no,no,no,no,no,no,si
624269,no,no,no,no,no,no,no,no,no,no,no,si
624270,no,no,no,no,no,no,no,no,no,no,no,si
624271,no,no,no,si,no,no,no,no,no,no,no,si
624272,no,no,no,si,no,no,no,no,no,no,no,si
624273,no,no,no,si,no,no,no,no,no,no,no,si
624274,no,no,no,si,no,no,no,no,no,no,no,si
624275,no,no,no,no,no,no,no,no,no,no,no,si
624276,no,no,no,no,no,no,no,no,no,no,no,si
624277,no,no,si,si,si,si,no,si,no,no,no,si
624278,no,no,si,si,si,si,no,si,no,no,no,si
624279,no,no,si,si,si,si,no,si,no,no,no,si
624280,no,si,si,si,si,no,no,no,no,no,no,si
624281,no,no,si,si,si,no,no,no,no,no,no,si
624282,no,no,si,si,no,no,no,no,no,no,no,si
624283,no,no,si,si,si,no,no,no,no,no,no,si
624284,no,no,no,si,si,no,no,no,si,si,no,si
624285,no,si,si,si,si,no,no,no,no,no,no,si
624286,no,no,no,no,no,no,no,no,no,no,no,si
624287,no,no,no,no,no,no,no,no,no,no,no,si
624288,no,no,si,si,si,no,no,si,no,no,no,si
624289,no,no,si,si,si,no,no,no,no,no,no,si
624290,no,no,si,si,no,no,no,si,no,no,no,si
624291,no,no,no,si,si,no,no,no,no,no,no,si
624292,no,no,no,si,si,no,no,no,si,no,no,si
624293,no,no,no,no,no,no,no,no,no,no,no,si
624294,no,no,no,si,no,no,no,no,no,no,no,si
624295,no,no,no,no,no,no,no,no,no,no,no,si
624296,si,si,no,si,si,no,no,no,si,no,no,si
624298,no,no,no,no,si,no,no,no,no,no,no,no
624299,no,no,no,no,no,no,no,no,no,no,no,no
624300,no,no,no,no,no,no,no,no,no,no,no,no
624301,no,no,no,no,no,no,no,no,no,no,no,no
624302,no,no,no,no,no,no,no,no,no,no,no,no
624303,no,no,no,si,si,no,no,no,no,no,no,no
624304,no,no,no,no,no,no,no,no,no,no,no,no
624305,no,no,no,no,no,no,no,no,no,no,no,no
624306,no,no,no,no,no,no,no,no,no,no,no,no
624307,no,no,no,si,si,no,no,no,no,no,no,si
624308,no,no,no,no,no,no,no,no,no,no,no,no
624309,no,no,no,no,si,no,no,no,no,no,no,no
624310,no,no,no,no,si,no,no,no,no,no,no,no
624311,no,no,no,si,si,no,no,no,no,no,no,no
624312,no,no,no,si,si,no,no,no,no,no,no,no
624313,no,no,no,no,si,no,no,no,no,no,no,no
624314,no,no,no,si,si,no,no,no,si,si,no,si
624315,no,no,no,no,si,no,no,no,no,no,no,no
624316,no,no,no,si,si,no,no,no,no,no,no,si
624317,no,no,no,no,si,no,no,no,no,no,no,no
624318,no,no,no,no,no,no,no,no,no,no,no,no
624319,no,no,no,no,no,no,no,no,no,no,no,no
624320,no,no,no,no,no,no,no,no,no,no,no,no
624321,no,no,no,si,si,no,no,no,no,no,no,si
624322,no,no,si,si,si,si,no,no,no,no,no,no
624323,no,no,no,si,si,no,no,no,no,no,no,no
624324,no,no,no,no,no,no,no,no,no,no,no,no
624325,no,no,no,si,no,no,no,no,no,no,no,no
624326,no,no,no,no,no,no,no,no,no,no,no,no
624327,no,no,no,no,no,no,no,no,no,no,no,no
624328,no,no,no,si,no,no,no,no,no,no,no,no
624329,no,no,no,no,no,no,no,no,no,no,no,no
624330,no,no,no,no,si,no,no,no,no,no,no,no
624331,no,no,no,no,no,no,no,no,no,no,no,no
624332,si,no,si,si,si,si,no,no,no,no,no,si
624333,no,no,no,si,si,no,no,no,no,no,no,si
624334,no,no,si,si,no,si,no,no,no,no,no,si
624335,no,no,si,si,si,no,no,no,no,no,no,si
624336,no,no,no,si,si,no,si,no,no,no,no,no
624337,no,no,no,no,no,no,no,no,no,no,no,no
624338,no,no,no,no,no,no,no,no,no,no,no,no
624339,no,no,no,no,no,no,no,no,no,no,no,no
624340,no,no,no,no,no,no,no,no,no,no,no,no
624341,no,no,no,no,no,no,no,no,no,no,no,si
624342,no,no,no,si,si,si,no,no,no,si,no,si
624343,no,no,no,no,no,no,no,no,no,no,no,si
624344,no,no,no,si,si,no,no,no,no,no,no,si
624345,no,no,no,si,si,si,no,no,no,no,no,no
624346,no,no,no,si,si,no,no,no,no,si,no,si
624347,no,no,no,si,si,no,no,no,no,no,no,no
624348,no,no,no,si,si,si,no,no,no,no,no,si
624350,no,no,no,si,si,si,no,no,no,si,no,si
624351,no,no,no,no,no,no,no,no,no,no,no,si
624355,no,no,no,no,no,no,no,no,no,no,no,si
624365,no,no,no,no,no,no,no,no,no,no,no,si
624366,si,si,si,si,si,si,no,no,si,si,no,si
624367,si,si,si,si,si,si,no,no,si,si,no,si
624368,si,si,si,si,si,no,no,no,si,si,no,si
624369,si,si,si,si,si,si,no,no,si,si,no,si
624370,si,no,no,si,no,no,no,no,si,si,no,si
624379,no,no,no,no,no,no,no,no,no,no,no,no
624384,no,no,no,no,no,no,no,no,no,no,no,no
624385,no,no,no,no,si,si,no,no,no,no,no,no
624386,no,no,no,no,no,no,no,no,no,no,no,no
624387,no,no,no,no,si,si,no,no,no,no,no,no
624388,no,no,no,no,si,si,no,no,no,no,no,no
624389,no,no,no,no,si,si,no,no,no,no,no,no
624390,no,no,no,no,si,si,no,no,no,no,no,no
624391,no,no,no,no,no,no,no,no,no,no,no,no
624392,no,no,no,no,no,no,no,no,no,no,no,no
624393,no,no,no,no,si,si,no,no,no,no,no,no
624394,no,no,no,no,si,si,no,no,no,no,no,no
624395,no,no,no,no,no,no,no,no,no,no,no,no
624396,no,no,no,no,no,no,no,no,no,no,no,no
624397,no,no,no,no,si,si,no,no,no,no,no,no
624398,no,no,no,no,si,si,no,no,no,no,no,no
624399,no,no,no,no,no,si,no,no,no,no,no,no
624400,no,no,no,si,no,no,no,no,no,no,no,no
624401,no,no,no,si,no,no,no,no,no,si,no,no
624402,no,no,no,si,no,no,no,no,no,si,no,no
624403,no,no,no,si,no,no,no,no,no,si,no,no
624404,no,no,no,si,no,no,no,no,no,si,no,no
624405,no,no,no,si,no,no,no,no,no,si,no,si
624406,no,no,no,si,no,no,no,no,no,si,no,si
624407,no,no,no,si,no,no,no,no,no,si,no,no
624408,no,no,no,si,no,si,no,no,no,si,no,si
624409,no,no,no,si,si,no,no,no,no,si,no,si
624410,no,no,no,si,no,no,no,no,no,si,no,si
624411,no,no,no,si,si,no,no,no,no,si,no,no
624412,no,no,no,si,si,no,no,no,no,si,no,no
624413,no,no,no,si,si,si,no,no,no,si,no,si
624414,no,no,no,si,si,no,no,no,no,si,no,no
624415,no,no,no,no,no,no,no,no,no,no,no,no
624416,no,no,no,no,no,no,no,no,no,no,no,no
624417,no,no,no,no,si,no,no,no,no,no,no,no
624418,no,no,no,si,si,no,no,no,no,no,no,no
624419,no,no,no,si,si,no,no,no,no,no,no,no
624420,no,no,no,si,si,no,no,no,no,no,no,si
624421,no,no,no,no,si,no,no,no,no,no,no,no
624422,no,no,no,no,si,no,no,no,no,no,no,no
624423,no,no,no,no,si,no,no,no,no,no,no,no
624424,no,no,no,si,si,no,no,no,no,si,no,si
624425,no,no,no,no,no,no,no,no,no,no,no,no
624426,no,no,no,no,no,no,no,no,no,no,no,no
624427,no,no,no,no,no,no,no,no,no,no,no,no
624428,no,no,no,no,no,si,no,no,no,no,no,no
624429,no,no,no,no,no,no,no,no,no,no,no,no
624430,no,no,no,no,si,no,no,no,no,no,no,no
624431,no,no,no,si,si,no,no,no,no,si,no,no
624432,no,no,no,no,no,no,no,no,no,no,no,no
624433,no,no,no,no,si,no,no,no,no,no,no,no
624434,no,si,no,no,no,no,no,no,no,no,no,si
624435,no,no,no,no,si,no,no,no,no,no,no,si
624436,no,no,no,si,si,no,no,no,no,no,no,si
624437,no,no,no,no,si,no,no,no,no,no,no,no
624438,no,no,no,no,no,no,no,no,no,no,no,no
624439,no,no,no,no,si,no,no,no,no,no,no,no
624440,si,no,no,no,si,no,no,no,no,no,no,si
624441,no,no,no,si,si,no,no,no,no,no,no,no
624442,no,no,no,no,si,no,no,no,no,no,no,no
624443,no,no,no,no,no,no,no,no,no,no,no,no
624444,no,no,no,no,si,no,no,no,no,no,no,no
624445,no,no,no,no,si,no,no,no,no,no,no,no
624446,no,no,no,no,si,no,no,no,no,no,no,no
624447,no,no,no,no,no,no,no,no,no,no,no,no
624448,no,no,no,si,si,si,no,no,no,no,no,si
624449,no,no,no,no,si,no,no,no,no,no,no,no
624450,no,no,no,no,no,no,no,no,no,no,no,no
624451,no,no,no,no,si,no,no,no,no,no,no,no
624452,no,no,no,si,si,no,no,no,no,no,no,no
624453,no,no,no,si,no,si,no,no,no,no,no,si
624454,no,no,no,no,no,no,no,no,no,no,no,no
624455,no,no,no,no,no,no,no,no,no,no,no,no
624456,no,no,no,no,no,no,no,no,no,no,no,no
624457,no,no,no,si,si,no,no,no,no,no,no,si
624458,no,no,no,no,no,si,no,no,no,no,no,si
624459,no,no,no,no,si,no,no,no,no,no,no,no
624460,no,no,no,no,no,no,no,no,no,no,no,no
624461,no,no,no,si,si,no,no,no,no,no,no,si
624462,no,no,no,no,si,no,no,no,no,no,no,no
624463,no,no,no,no,no,no,no,no,no,no,no,no
624464,no,no,no,no,no,no,no,no,no,no,no,no
624465,no,no,no,no,si,no,no,no,no,no,no,no
624466,no,no,no,no,no,no,no,no,no,no,no,no
624467,no,no,no,no,si,no,no,no,no,no,no,no
624468,no,no,no,no,no,no,no,no,no,no,no,no
624469,no,no,no,no,si,no,no,no,no,no,no,no
624470,no,no,no,no,no,no,no,no,no,no,no,si
624471,no,no,no,no,no,no,no,no,no,no,no,no
624472,no,no,no,no,si,no,no,no,no,no,no,no
624473,no,si,no,no,no,no,no,no,no,no,no,si
624474,no,no,no,no,si,no,no,no,no,no,no,no
624475,no,no,no,no,no,no,no,no,no,no,no,si
624476,no,no,no,si,si,no,no,no,no,no,no,no
624477,no,no,no,no,si,no,no,no,no,no,no,no
624478,no,no,no,no,si,no,no,no,no,no,no,no
624479,no,si,no,si,si,no,no,no,no,no,no,si
624480,no,no,no,no,si,no,no,no,no,no,no,no
624481,no,no,no,no,no,no,no,no,no,no,no,si
624482,no,no,no,no,si,no,no,no,no,no,no,no
624483,no,no,no,no,no,no,no,no,no,no,no,no
624484,no,no,no,no,si,no,no,no,no,no,no,si
624485,si,no,si,si,si,no,no,no,no,no,no,si
624486,si,no,no,no,no,no,no,no,no,no,no,si
624487,si,no,no,no,no,no,no,no,no,no,no,si
624488,no,no,no,no,no,no,no,no,no,no,no,si
624489,no,no,no,no,no,no,no,no,no,no,no,no
624491,si,si,no,si,si,no,no,no,no,no,no,si
624492,no,no,si,si,si,si,no,no,no,no,no,si
624493,no,no,no,no,no,no,no,no,no,no,no,no
624494,no,no,no,si,si,si,no,no,si,si,no,si
624495,no,no,no,si,si,no,no,no,si,si,no,si
624496,no,no,no,no,no,no,no,no,si,no,no,si
624497,si,no,no,si,si,no,no,no,no,no,no,si
624498,si,si,si,si,si,si,no,no,si,si,no,si
624499,si,si,si,si,si,si,no,no,si,si,no,si
624500,si,si,si,si,si,si,no,no,si,si,no,si
624501,si,si,si,si,si,si,no,no,si,si,no,si
624502,no,no,si,si,si,si,no,no,si,si,no,si
624503,no,no,no,no,si,no,no,no,si,no,no,si
624504,si,no,si,si,si,no,no,si,si,no,no,si
624505,no,no,no,no,no,no,no,no,si,no,no,si
