DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P541;P1392;P1392S1;P1392S3;P1959;P1960;P1960S1;P1960S2;P522;P523;P565S1;P565S2;P565S3;P565S4;P1179;P1179S1;P1179S3;P568;P525;P1343;P1343S1;P1343S3;P577;P3303;P3304;P3305S1;P3305S2;P3305S3;P3305S4;P3305S5;P3306;P3306S1;P3306S2;P3307;P3307S1;P3307S2;P3308;P3308S1;P3308S2;P3309;P3309S1;P3309S2;P33010;P33010S1;P33010S2;P33011;P33011S1;P33011S2;P3312;P526;P1315;P1315S1;P1315S3;P3115S1;P3115S2;P3115S3;P3115S4;P3313;P3314;P528;P1286;P1956;P1976S1;P1976S2;P1976S9;P1976S4;P1976S5;P1976S6;P1976S7;P1976S13;P1976S14;P1976S8
628580;237;2;1;2;1855.7229176;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628580;237;3;1;3;1855.7229176;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628580;237;4;1;4;1855.7229176;;;;;;;;;1;2;2;1;2;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628581;237;1;1;1;1657.9640375;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;1;1;0;;1;2;1;1;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628581;237;2;1;2;1657.9640375;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628582;237;1;1;1;1961.3345764;1;2;;;2;2;;;2;;2;2;2;2;;;;;1;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628582;237;2;1;2;1961.3345764;;;;;;;;;2;;2;2;2;2;;;;;1;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628583;237;1;1;1;1819.142421;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628583;237;2;1;2;1819.142421;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628583;237;3;1;3;1819.142421;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628583;237;4;1;4;1819.142421;;;;;;;;;1;2;2;2;1;2;2;;;;2;2;;;;1;2;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628584;237;1;1;1;1434.5810416;2;2;;;2;2;;;1;2;2;1;1;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628584;237;2;1;2;1434.5810416;;;;;;;;;1;2;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628584;237;3;1;3;1434.5810416;;;;;;;;;1;2;2;2;1;2;2;;;;2;2;;;;1;2;1;1;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;1;2;2;2;2;;2;2;2;2;2;2;2;1;2;2;1;2;2
628585;237;1;1;1;1364.9151225;2;2;;;2;2;;;1;2;2;2;1;2;2;;;;2;1;1;1;;1;2;1;1;1;2;2;2;;;2;;;2;;;2;;;2;;;1;1;1;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628585;237;2;1;2;1364.9151225;;;;;;;;;1;2;1;1;2;2;2;;;;2;2;;;;1;2;1;1;1;2;2;2;;;2;;;1;1;0;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628585;237;3;1;3;1364.9151225;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;1;1;2;2;1;1;1;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;1;2
628585;237;5;1;5;1364.9151225;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;1;2;2;2
628586;237;3;1;3;1428.5785589;;;;;;;;;1;2;2;2;1;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;1;1;0;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628586;237;1;1;1;1428.5785589;2;1;1;0;2;2;;;1;2;2;1;1;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628586;237;2;1;2;1428.5785589;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;1;2;2;2;2;;;2;;;2;;;1;1;0;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628587;237;1;1;1;1537.9184757;2;2;;;2;2;;;1;2;2;2;1;2;2;;;;2;2;;;;1;2;1;1;1;1;2;2;;;1;1;0;2;;;2;;;2;;;2;;;2;2;2;;;2;1;2;2;1;5;2;2;2;2;1;2;2;2;2;2;2;2;2
628587;237;2;1;2;1537.9184757;;;;;;;;;1;2;2;2;1;2;1;1;0;1;2;1;1;0;1;1;2;1;1;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;1;1;0;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628587;237;3;1;3;1537.9184757;;;;;;;;;1;2;2;2;1;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;1;2;2;2;1;4;2;2;2;2;2;2;1;2;2;2;2;2;2
628588;237;1;1;1;2449.5945456;1;2;;;2;2;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628588;237;2;1;2;2449.5945456;;;;;;;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628589;237;1;1;1;1582.883415;2;2;;;2;2;;;1;1;1;2;2;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628589;237;2;1;2;1582.883415;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628590;237;1;1;1;973.68297644;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;1;1;1;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628591;237;1;1;1;1225.8053364;2;2;;;2;2;;;2;;1;2;2;2;2;;;;2;2;;;;1;2;1;1;1;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628591;237;2;1;2;1225.8053364;;;;;;;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;1;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628592;237;1;1;1;954.67421173;2;1;1;0;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628592;237;2;1;2;954.67421173;;;;;;;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628592;237;3;1;3;954.67421173;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628593;237;1;1;1;1005.0956533;2;2;;;2;2;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628593;237;2;1;2;1005.0956533;;;;;;;;;1;2;2;2;1;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628594;237;1;1;1;897.37676361;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628594;237;2;1;2;897.37676361;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628595;237;1;1;1;1266.5272281;2;2;;;2;2;;;1;2;1;2;2;2;2;;;;1;2;;;;2;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628595;237;2;1;2;1266.5272281;;;;;;;;;2;;2;2;2;2;;;;;1;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628596;237;1;1;1;1266.5272281;2;2;;;2;2;;;1;2;1;2;2;2;2;;;;2;2;;;;1;1;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628596;237;2;1;2;1266.5272281;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628597;237;1;1;1;1181.3287536;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628598;237;1;1;1;712.20378065;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628598;237;2;1;2;712.20378065;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628599;237;1;1;1;811.1715815;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628599;237;2;1;2;811.1715815;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628599;237;3;1;3;811.1715815;;;;;;;;;1;2;2;1;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;1;1;0;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2
628599;237;4;1;4;811.1715815;;;;;;;;;1;2;2;2;1;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628600;237;1;1;1;835.48307926;2;2;;;2;2;;;1;2;2;2;1;2;2;;;;2;1;1;0;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628601;237;1;1;1;1141.034738;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628602;237;1;1;1;719.76566528;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628602;237;2;1;2;719.76566528;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628603;237;1;1;1;1030.638326;1;1;1;1;2;2;;;2;;2;2;2;2;;;;;1;1;1;1;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;1;1;1;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628604;237;1;1;1;1117.5547902;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628604;237;2;1;2;1117.5547902;;;;;;;;;1;2;2;2;1;2;2;;;;1;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628605;237;1;1;1;874.97627868;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628605;237;2;1;2;874.97627868;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;1;2;2;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2
628605;237;3;1;3;874.97627868;;;;;;;;;1;2;2;1;2;2;2;;;;2;2;;;;1;2;1;1;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;1;1;0;2;1;1;2;1;3;2;2;2;2;1;2;2;2;2;2;2;2;2
628605;237;4;1;4;874.97627868;;;;;;;;;1;2;2;1;2;2;2;;;;2;2;;;;1;2;1;1;1;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;1;1;0;1;1;1;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2
628606;237;1;1;1;630.49920895;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628606;237;2;1;2;630.49920895;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628606;237;3;1;3;630.49920895;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;1;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628606;237;4;1;4;630.49920895;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628606;237;5;1;5;630.49920895;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628607;237;2;1;2;844.90440667;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628607;237;3;1;3;844.90440667;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628607;237;1;1;1;844.90440667;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628608;237;1;1;1;988.79513447;2;2;;;2;2;;;1;2;2;1;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;1;2;2;2;2;2;2;2;2
628608;237;2;1;2;988.79513447;;;;;;;;;2;;2;2;1;2;2;;;;2;1;1;0;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628609;237;1;1;1;827.89798553;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628609;237;2;1;2;827.89798553;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628610;237;1;1;1;1557.974132;2;2;;;2;2;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628611;237;1;1;1;1376.8141469;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628611;237;2;1;2;1376.8141469;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628612;237;1;1;1;1616.2372123;2;2;;;2;2;;;1;2;1;2;1;2;2;;;;2;2;;;;1;1;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;1;2;2;2;2;2;2;2;2;2;2;2;2
628612;237;2;1;2;1616.2372123;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;1;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628612;237;3;1;3;1616.2372123;;;;;;;;;2;;2;2;2;2;;;;;2;1;1;1;;1;2;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628613;237;1;1;1;1192.0256265;2;2;;;2;2;;;1;2;1;2;1;2;2;;;;2;2;;;;1;2;1;1;1;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628613;237;2;1;2;1192.0256265;;;;;;;;;1;2;1;2;1;2;2;;;;2;1;1;1;;1;2;1;1;1;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;1;2;2;2;2;2;2;2
628614;237;1;1;1;1192.0256265;2;2;;;2;2;;;1;2;1;2;2;2;1;1;1;2;2;2;;;;1;2;1;1;1;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628614;237;2;1;2;1192.0256265;;;;;;;;;1;2;2;2;1;2;2;;;;2;1;1;1;;1;2;1;1;1;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628615;237;1;1;1;1628.6037509;2;2;;;2;2;;;1;2;1;2;1;2;2;;;;2;2;;;;1;2;1;1;1;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628615;237;2;1;2;1628.6037509;;;;;;;;;1;2;1;2;1;2;2;;;;2;1;1;1;;1;2;1;1;1;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628616;237;1;1;1;1238.9519022;2;2;;;2;2;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628617;237;2;1;2;1622.3894158;;;;;;;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628617;237;1;1;1;1622.3894158;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628618;237;1;1;1;1073.2777958;2;2;;;2;2;;;1;2;2;2;1;2;2;;;;2;2;;;;1;2;1;1;1;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628618;237;2;1;2;1073.2777958;;;;;;;;;1;2;1;2;2;2;2;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628618;237;3;1;3;1073.2777958;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628618;237;4;1;4;1073.2777958;;;;;;;;;1;2;2;2;1;2;2;;;;2;1;1;1;;1;2;1;1;1;2;2;2;;;2;;;2;;;2;;;2;;;1;1;1;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628619;237;1;1;1;1498.4593567;2;2;;;2;2;;;1;2;1;1;2;2;2;;;;2;2;;;;1;2;1;1;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628619;237;2;1;2;1498.4593567;;;;;;;;;1;2;2;2;1;2;2;;;;2;2;;;;1;2;1;1;1;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628620;237;1;1;1;1899.7908422;2;2;;;2;2;;;1;1;2;2;1;2;1;1;1;2;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628620;237;2;1;2;1899.7908422;;;;;;;;;1;2;2;2;1;2;2;;;;2;2;;;;2;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628621;237;1;1;1;1855.1489867;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628622;237;1;1;1;1899.7908422;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628622;237;2;1;2;1899.7908422;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628623;237;1;1;1;1974.5186703;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628623;237;2;1;2;1974.5186703;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628624;237;1;1;1;1694.0275173;2;2;;;2;2;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;1;1;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;1;2;1;5;2;2;2;2;1;2;2;2;2;2;2;2;2
628625;237;1;1;1;1557.8685338;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
628625;237;2;1;2;1557.8685338;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
