DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1182S1;P1182S2;P1182S3;P1181S1;P1181S2;P3317S1;P3317S2;P3317S3;P3318;P1612S1;P1611S1;P1772;P3319S1;P3319S2;P3320;P3321;P3119;P3121;P3122S1;P3122S2;P3122S3;P3122S4;P3123;P3124;P3125S1;P3125S2;P3125S3;P3125S4;P3125S5;P3125S6;P3126;P3322;P3127;P3128S1;P3128S2;P3128S3;P3128S4;P3128S5;P3128S6;P3128S7;P3128S8;P3129;P3323S1;P3323S2;P3323S3;P3323S4;P3323S5;P3323S6;P3324S1;P3324S2;P3324S3;P3324S4;P3325S1;P3325S2;P3325S3;P3325S4;P3326S1;P3326S2;P3326S3;P3326S4;P3326S5;P3326S6;P3326S7;P3326S8;P3326S9;P3327S1;P3327S2;P3327S3
600045;237;1;1;1;73.636170106;2;2;2;2;2;2;2;3;1;4;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;2;2;;1;;;;;;;2;;;;1;;;1;1;;;1;;;;3;3;3;3;3;3;3;3;3;3;3;3
600045;237;2;1;2;73.636170106;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;2;;1;;1;;;;;2;;;;;;2;;;;1;;;;;3;3;3;3;3;3;3;3;3;2;3;3
600046;237;1;1;1;81.558370343;2;2;3;3;3;3;2;2;2;;2;2;9;2;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;1;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;4;4
600046;237;2;1;2;81.558370343;1;2;2;2;2;2;2;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;4
600046;237;3;1;3;81.558370343;2;2;2;2;2;2;2;2;2;;1;2;1;2;9;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;3;3;4
600046;237;4;1;4;81.558370343;1;2;2;2;2;2;2;2;2;;2;2;9;9;2;3;4;2;;;;;;;;;;;;;;2;3;1;;;;1;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;4
600047;237;1;1;1;77.410832513;1;1;2;2;2;2;2;2;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;2;1;;1;;;1;;;2;1;;;;;;;;;1;;;;;2;2;2;3;2;3;2;2;2;4;3;4
600047;237;2;1;2;77.410832513;2;2;3;2;3;2;2;1;2;;2;1;9;1;2;4;5;2;;;;;;;;;;;;;;2;4;;;;;;;;2;;;;;;;2;;;;1;;;;;2;1;1;4;1;2;3;2;2;3;5;5
600048;237;1;1;1;78.42746978;2;2;2;2;2;2;2;2;1;3;2;1;9;9;9;3;3;2;;;;;;;;;;;;;;1;1;;;;;;;;2;;;;;;;2;1;;;;1;;;;2;2;2;2;2;2;2;2;2;4;3;3
600048;237;2;1;2;78.42746978;1;1;1;1;1;1;1;1;1;4;2;1;1;1;2;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;;1;;;1;1;;;1;;;1;;;;1;;;;2;2;2;2;2;2;2;2;2;4;4;4
600049;237;1;1;1;69.854666268;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;1;;;;;;;2;1;;;;;;1;;;;1;;;;3;2;4;2;2;3;3;3;3;4;4;4
600049;237;2;1;2;69.854666268;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;2;2;;1;;;;;;;2;;;;;;2;;;;1;;;;;3;3;3;1;2;2;3;3;3;3;3;3
600049;237;3;1;3;69.854666268;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;1;;;;;;;3;1;;;;;;1;1;;;1;;;;3;3;3;3;3;3;3;3;3;2;2;3
600050;237;1;1;1;49.436357449;1;1;3;2;2;2;2;2;1;3;1;2;9;9;9;2;3;2;;;;;;;;;;;;;;2;3;;;1;;1;1;;;2;1;;;1;;;;;;1;;;;;2;3;2;1;1;3;3;3;3;3;3;3
600050;237;2;1;2;49.436357449;2;2;3;2;2;2;2;2;2;;2;1;2;2;2;3;3;1;;;1;;1;2;;1;;;;;2;2;3;;1;1;;;1;;;3;1;;1;;;;1;;1;;1;1;;;3;3;3;3;2;2;3;2;3;2;2;3
600051;237;1;1;1;57.647309224;1;3;3;3;3;3;1;3;2;;2;2;1;9;9;1;5;2;;;;;;;;;;;;;;2;1;;;;;;;1;;1;1;;;1;;;;1;;;;;;;2;2;1;2;2;2;2;2;2;1;3;3
600051;237;2;1;2;57.647309224;2;2;2;1;1;2;1;1;2;;2;2;2;9;9;1;1;2;;;;;;;;;;;;;;1;5;1;1;1;1;1;1;;;1;1;1;1;1;;;;1;;;;;;;2;2;2;2;2;3;3;3;2;4;4;4
600052;237;1;1;1;120.15095337;1;2;2;2;2;2;1;2;2;;2;2;9;9;9;2;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;1;;;2;;1;;1;;;1;;;;1;;;;2;2;3;2;2;3;3;2;3;3;3;3
600052;237;2;1;2;120.15095337;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;;1;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;4;3;4
600052;237;3;1;3;120.15095337;1;1;1;2;2;2;1;2;2;;2;2;1;2;1;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;;;;2;;1;;;;;1;;;;1;;;;2;2;2;2;2;2;3;2;3;3;3;4
600053;237;1;1;1;57.222861927;1;3;2;3;3;2;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;1;1;1;1;;;;;;3;;;;1;;;;;;1;;;;;4;3;3;1;1;2;3;3;4;3;1;1
600053;237;2;1;2;57.222861927;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;1;1;;1;;;;;;3;;;;1;;;;;;1;;;;;4;4;4;4;4;4;4;4;4;3;3;3
600053;237;3;1;3;57.222861927;2;2;2;2;2;2;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;3;1;;1;;;1;;;2;;1;;;;;1;;;;1;;;;2;3;2;2;2;2;3;3;1;3;3;4
600053;237;4;1;4;57.222861927;2;3;3;2;2;2;2;2;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;1;;;1;;;1;;;3;1;;;1;;;1;;;;1;;;;4;3;3;2;2;3;3;3;1;3;4;4
600054;237;1;1;1;63.259299745;2;1;3;2;2;1;2;2;2;;2;1;1;2;9;3;1;1;;1;;;4;2;;;;;;1;2;2;1;1;;1;1;1;;;;2;;;;1;;;1;;;;1;;;1;3;3;3;2;2;1;4;4;1;3;3;3
600054;237;2;1;2;63.259299745;2;2;3;3;3;2;2;2;1;3;2;1;1;1;2;2;2;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;1;;;;;;;3;2;3;2;2;2;3;3;1;3;4;4
600055;237;1;1;1;46.26154918;1;1;1;1;2;2;2;3;2;;2;2;9;9;1;5;5;2;;;;;;;;;;;;;;1;5;1;1;1;1;1;1;;;2;;;;1;;;1;;;;1;;;;1;1;1;1;1;2;2;2;1;4;4;4
600055;237;2;1;2;46.26154918;1;1;2;1;1;1;1;1;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;1;4;1;1;1;1;1;1;;;2;1;;;1;;;1;1;;;1;;;;2;2;2;2;1;3;2;2;1;3;3;4
600055;237;3;1;3;46.26154918;2;2;2;2;2;2;2;3;2;;2;2;2;2;2;4;5;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;;;;1;;;1;;;;;;1;;2;2;2;2;2;3;3;2;2;3;4;4
600056;237;1;1;1;57.765190628;2;2;2;2;2;3;3;2;1;3;2;1;2;2;1;3;3;1;;;1;;1;1;1;;;;;;1;1;4;;1;;;;;;;2;;;;1;;;1;;;;1;;;;2;2;3;2;2;2;3;3;2;3;3;3
600056;237;2;1;2;57.765190628;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;1;1;;1;;;;2;;;;1;;;1;;;;1;;;;2;2;3;2;2;2;3;2;2;3;3;3
600057;237;1;1;1;63.016571594;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;1;;;;;2;1;;;;;;1;;;;1;;;;2;2;2;3;3;3;3;3;3;3;3;3
600057;237;2;1;2;63.016571594;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;3;4;2;;;;;;;;;;;;;;2;2;1;;;;;;;;2;;1;;;;;;1;;;;;;;3;3;3;3;2;3;3;2;3;3;2;3
600058;237;1;1;1;67.430394602;2;2;2;2;2;3;3;3;2;;2;1;2;1;2;3;1;2;;;;;;;;;;;;;;1;2;1;1;;1;1;1;;;2;1;;;;;;;;;1;;;;;4;3;2;4;1;2;4;2;1;3;3;3
600058;237;2;1;2;67.430394602;2;2;2;2;3;2;3;3;2;;2;2;2;1;2;3;1;2;;;;;;;;;;;;;;1;2;1;1;1;1;;1;;;2;1;1;1;;;;;;;1;;;;;3;4;2;3;1;2;4;3;1;3;3;3
600058;237;3;1;3;67.430394602;2;1;3;2;2;2;2;3;2;;2;2;2;1;2;3;1;2;;;;;;;;;;;;;;1;3;1;1;1;1;1;1;;;2;1;1;1;;;;1;;;;1;;;;2;2;1;2;1;2;4;2;1;4;4;4
600058;237;4;1;4;67.430394602;2;2;3;2;2;2;2;3;2;;2;2;2;1;2;3;2;2;;;;;;;;;;;;;;1;3;1;1;1;1;1;1;;;2;1;;;1;;;1;;;;1;;;;2;3;2;1;1;2;3;2;1;3;3;3
600058;237;6;1;6;67.430394602;2;2;3;3;3;2;2;3;2;;2;2;2;1;2;5;4;2;;;;;;;;;;;;;;2;3;1;1;1;1;;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;1;2;3;3;1;3;4;3
600059;237;1;1;1;94.331960548;1;1;1;1;1;3;2;2;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;3;2;3;2;3;2;3
600059;237;2;1;2;94.331960548;1;1;1;1;1;3;1;1;2;;2;2;9;2;9;4;4;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;4;2;2;2;2;3;3
600060;237;1;1;1;51.555643338;1;1;2;2;3;3;3;2;2;;2;2;2;2;2;4;4;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;3;3;3;3
600060;237;2;1;2;51.555643338;1;1;3;3;3;3;3;3;2;;2;1;9;1;9;3;3;2;;;;;;;;;;;;;;2;3;;1;1;;;;;;2;1;;1;;;;;;;1;;;;;2;2;2;3;2;2;3;3;3;2;3;3
600060;237;3;1;3;51.555643338;2;2;2;2;2;2;3;2;2;;2;2;2;2;2;1;1;2;;;;;;;;;;;;;;2;1;1;;;;;;;;2;1;;;;;;1;;;;1;;;;2;2;3;2;2;2;4;4;3;3;3;3
600060;237;4;1;4;51.555643338;2;2;2;2;2;2;2;3;2;;2;2;2;2;2;3;4;2;;;;;;;;;;;;;;2;4;;1;;;;;;;2;;;1;;;;;;1;;;;;;1;2;2;2;2;2;2;2;2;3;2;2
600061;237;1;1;1;48.772873336;1;1;2;2;3;2;1;1;2;;2;2;1;1;1;5;4;2;;;;;;;;;;;;;;1;4;1;1;1;1;1;1;;;3;1;1;1;1;;;1;;1;;1;;;;1;2;1;2;1;3;3;2;1;3;4;1
600061;237;2;1;2;48.772873336;1;2;2;3;3;2;1;1;2;;2;2;2;1;2;4;5;2;;;;;;;;;;;;;;1;4;1;1;1;1;1;;;;3;1;;1;1;;;1;;;;1;;;;2;2;2;1;1;3;3;3;1;3;2;3
600061;237;3;1;3;48.772873336;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;9;1;;;;;;;;2;;;;;;;2;;;;1;;;;;4;4;4;4;4;4;4;4;4;1;1;1
600062;237;1;1;1;53.591291869;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;1;;;1;;;;1;;;;2;3;3;2;2;2;2;2;2;3;3;3
600062;237;2;1;2;53.591291869;2;2;2;2;2;2;2;2;2;;1;1;2;2;2;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;;1;;;;;;;;1;;;;;3;3;3;3;3;3;3;3;3;3;3;3
600062;237;4;1;4;53.591291869;2;2;2;2;2;2;2;2;2;;2;1;2;2;2;4;4;2;;;;;;;;;;;;;;2;4;;1;;;1;1;;;2;;;;1;;;1;;;;1;;;;3;3;3;3;3;3;3;3;3;3;3;3
600063;237;1;1;1;62.554208091;2;2;3;3;2;2;2;3;2;;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;;;;1;;;;;;1;;;;;3;3;3;1;1;3;3;3;2;3;3;3
600063;237;2;1;2;62.554208091;1;2;2;3;2;2;2;2;2;;2;1;2;1;2;2;2;2;;;;;;;;;;;;;;2;1;;;;;;1;;;2;1;;;;;;;;;1;;;;;3;3;2;2;2;3;3;3;2;3;3;3
600064;237;1;1;1;52.20915166;2;1;3;2;1;2;3;2;2;;2;2;9;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;1;1
600064;237;2;1;2;52.20915166;1;1;1;1;1;1;1;1;1;3;2;2;2;1;1;4;5;2;;;;;;;;;;;;;;1;4;;;;;;;1;;2;1;1;;1;;;;;;1;;;;;2;2;1;2;2;4;3;2;2;4;4;4
600065;237;1;1;1;79.431887889;1;1;1;2;2;1;1;1;1;2;2;2;2;1;2;4;3;2;;;;;;;;;;;;;;1;3;;;1;;;1;;;3;1;;;;;;;1;;;;;;;2;3;2;2;2;2;3;3;2;1;1;3
600065;237;2;1;2;79.431887889;2;2;2;2;2;1;2;1;2;;2;2;2;2;2;1;1;2;;;;;;;;;;;;;;2;1;;;1;;1;1;;;3;1;;;1;;;;1;;;;;;;3;3;2;3;3;3;3;3;3;2;2;2
600065;237;3;1;3;79.431887889;2;2;2;2;3;3;2;2;2;;2;2;2;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;4;4;3;2;3;3;3
600065;237;5;1;5;79.431887889;1;1;2;2;2;2;2;1;1;3;2;2;2;2;2;3;4;2;;;;;;;;;;;;;;2;4;;;;;;1;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;3;3;2;4;3;4
600066;237;1;1;1;69.091947684;2;2;2;2;2;2;2;2;2;;1;2;1;1;2;1;1;2;;;;;;;;;;;;;;2;1;1;;;;;;;;3;1;;;;;;;;;1;;;;;2;3;3;2;3;3;3;3;3;2;1;1
600066;237;2;1;2;69.091947684;2;2;2;2;2;2;2;2;2;;2;2;2;9;9;4;2;2;;;;;;;;;;;;;;9;2;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;3;3;3;2
600066;237;3;1;3;69.091947684;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;2;2;1;;;1;;1;2;1;;;;;;2;2;1;1;1;1;;1;1;;;3;1;1;;1;;;1;1;1;;1;;;;3;3;3;2;2;2;4;4;2;3;3;3
600067;237;1;1;1;77.885352392;2;2;2;2;2;2;2;2;1;2;2;2;9;9;9;2;1;1;;;1;;1;2;1;;;;;;2;1;2;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;3;2;2;4;2;2;2;2;3
600067;237;2;1;2;77.885352392;2;2;3;2;2;3;2;2;2;;2;2;2;9;9;1;1;2;;;;;;;;;;;;;;2;1;1;;;;;;;;2;;;1;;;;;;1;;;;;;2;3;3;3;2;3;4;3;2;1;1;2
600068;237;1;1;1;69.39232377;2;2;3;2;2;1;2;2;1;3;2;1;2;2;2;3;4;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;1;2;1;4;2;2;2;2;3;2
600068;237;2;1;2;69.39232377;1;1;3;3;3;2;1;2;1;2;2;2;2;2;2;5;4;2;;;;;;;;;;;;;;2;3;;;;;1;1;;;1;1;;;;;;;;;1;;;;;1;2;2;2;1;4;3;2;1;3;3;3
600068;237;3;1;3;69.39232377;2;2;3;3;3;2;2;2;2;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;1;;;;2;1;;;;;;;;;1;;;;;3;3;2;2;2;3;3;3;2;2;3;3
600069;237;1;1;1;51.988671565;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;4;4;2;;;;;;;;;;;;;;1;4;;1;;1;;;;;1;1;;1;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
600069;237;2;1;2;51.988671565;1;1;1;1;1;1;1;1;1;4;2;1;1;1;9;4;4;2;;;;;;;;;;;;;;1;4;;1;;1;;;;;1;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;3;4;4
600070;237;1;1;1;83.748820242;2;1;2;2;2;1;2;2;2;;2;2;1;2;1;4;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;1;1;;;;;;;;;1;;;;;2;2;2;3;2;3;3;2;2;1;1;1
600071;237;1;1;1;78.669986825;2;3;3;3;2;3;3;3;2;;2;1;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;1;;;;2;1;;;;;;1;;;;1;;;;2;2;2;2;1;1;3;2;1;3;4;5
600071;237;2;1;2;78.669986825;2;2;2;2;3;2;2;2;2;;2;1;2;1;9;3;3;2;;;;;;;;;;;;;;2;4;;;;1;;1;;;2;1;;;;;;1;;;;1;;;;2;2;2;2;2;1;3;2;2;3;3;4
600072;237;1;1;1;110.53437156;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;;;;1;;;1;;;;1;;;;3;3;3;2;2;3;3;3;3;3;3;3
600072;237;2;1;2;110.53437156;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;1;;;1;;;;1;;;;2;3;3;3;3;3;3;3;3;3;3;3
600072;237;3;1;3;110.53437156;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;1;;;1;;;;1;;;;2;2;3;2;2;2;2;2;2;3;3;3
600073;237;1;1;1;101.6652386;2;3;2;2;3;3;3;3;2;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;9;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;3;4;3;4;3;3;2;3;3;3
600073;237;2;1;2;101.6652386;2;3;3;3;3;3;3;3;2;;2;2;9;9;9;3;1;2;;;;;;;;;;;;;;2;1;1;;1;;1;1;;;2;1;;;;;;;;;1;;;;;3;2;2;3;2;3;3;3;1;4;4;4
600074;237;1;1;1;50.729212774;1;1;1;1;1;1;1;1;2;;2;2;1;1;1;5;5;2;;;;;;;;;;;;;;2;4;1;;;;;;;;1;1;;;;;;;1;;;;;;;2;2;2;2;2;3;3;2;2;4;4;4
600074;237;2;1;2;50.729212774;2;2;2;2;2;2;2;2;1;3;1;1;2;2;1;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;1;1;;;1;;;;2;2;2;2;2;2;2;2;2;4;4;4
600075;237;1;1;1;55.587565692;3;3;3;3;3;3;2;3;1;3;2;2;2;1;2;3;3;2;;;;;;;;;;;;;;2;2;1;;;;1;;;;2;;;1;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;3
600075;237;2;1;2;55.587565692;2;2;2;2;3;2;2;3;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;2;1;1;;;1;1;;;2;1;;;;;;1;;;;1;;;;2;2;2;2;1;4;3;3;1;2;2;4
600075;237;3;1;3;55.587565692;1;3;3;3;3;3;3;3;1;3;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;3;2;2;3;2;4;3;2;2;2;3;3
600076;237;1;1;1;112.44790355;2;1;3;3;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;9;1;;;;;;;;2;;;;;;;2;;;;1;;;;;4;2;4;4;4;4;3;4;4;1;1;1
600076;237;2;1;2;112.44790355;3;3;3;3;3;2;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;2;1;;;;;1;;;2;;;;;;2;;;;1;;;;;3;2;3;3;3;3;3;3;3;3;3;3
600076;237;3;1;3;112.44790355;3;3;2;2;2;2;2;1;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;1;1;1;;;1;;;2;;;;;;2;;;;1;;;;;3;3;3;3;3;2;3;3;4;2;3;3
600077;237;1;1;1;46.643551747;1;1;1;1;1;1;1;1;1;5;2;1;1;1;1;4;4;2;;;;;;;;;;;;;;1;4;1;;;1;;;;;1;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
600078;237;1;1;1;52.874004176;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;1;;;;1;;;;3;3;3;3;3;3;3;3;3;2;2;3
600078;237;2;1;2;52.874004176;2;2;2;3;3;2;2;3;1;2;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;2;2;;1;;1;;;;;2;;;;;;2;;;;1;;;;;3;3;3;3;3;3;3;3;3;3;3;3
600079;237;1;1;1;47.839540253;2;3;2;2;3;2;3;3;1;1;2;2;2;2;1;3;1;1;;;1;;1;2;1;1;;;;;2;2;1;;;1;;;;;;2;1;;;;;;;;;1;;;;;3;3;2;3;2;3;3;3;2;3;1;3
600080;237;1;1;1;39.087150018;2;2;2;2;2;2;2;3;2;;2;2;2;2;2;3;1;2;;;;;;;;;;;;;;2;4;;;1;;;;;;2;;1;;;;;;1;;;;;;;2;3;2;3;2;2;2;2;2;3;2;3
600080;237;8;1;8;39.087150018;2;2;2;2;2;2;2;3;2;;2;2;2;2;2;4;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;2;;;1;;;;;;;1;;;;;2;2;2;3;3;3;3;3;3;4;4;4
600081;237;1;1;1;88.246847413;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;1;;;1;;;;1;;;;3;3;3;3;3;3;3;3;3;3;3;3
600082;237;1;1;1;45.221782186;2;3;2;2;3;3;3;3;2;;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;3;3;3;3;3;3;3;3;3;2;2;2
600083;237;1;1;1;46.005322915;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;3;3;1;;;1;;3;2;1;;;;;;1;1;3;1;;;1;;;;;1;1;1;;;;;1;;;;1;;;;2;3;2;2;2;2;3;2;2;4;4;4
600083;237;2;1;2;46.005322915;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;1;2;2;;;;;;;;;;;;;;2;2;;1;;1;;;;;2;1;;;;;;;1;;;;;;;3;2;2;2;2;2;3;2;2;3;3;3
600083;237;3;2;1;46.005322915;1;1;2;1;1;1;1;1;1;3;1;1;1;1;1;3;3;1;;;1;;3;2;1;;;;;;1;1;3;1;;;1;;;;;1;1;1;;;;;;1;;;;;;;2;2;2;2;2;2;3;2;2;4;4;4
600083;237;5;3;1;46.005322915;1;1;1;1;1;1;1;1;1;3;1;1;1;1;2;3;3;1;;;1;;3;2;1;;;;;;1;1;4;1;;;1;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
600084;237;1;1;1;47.242924239;2;2;3;3;3;1;3;2;1;3;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;2;3;;1;1;;1;1;;;2;;;;1;;;1;;;;1;;;;2;2;2;3;2;3;3;3;2;3;3;3
600085;237;1;1;1;47.447742749;2;2;3;2;2;2;2;3;1;3;2;2;2;2;2;4;4;2;;;;;;;;;;;;;;2;4;1;;1;;1;;;;2;1;;;;;;;;;1;;;;;2;2;2;3;3;2;2;3;2;3;3;3
600085;237;2;1;2;47.447742749;1;2;3;2;2;3;1;1;1;4;2;2;2;2;2;4;4;2;;;;;;;;;;;;;;2;3;;;1;;;;;;2;1;;;;;;;;;1;;;;;3;2;2;2;3;3;3;2;2;3;3;3
600085;237;3;1;3;47.447742749;2;2;3;3;1;3;1;1;1;3;2;2;2;2;9;4;4;2;;;;;;;;;;;;;;2;4;;1;;;1;;;;2;1;1;;;;;;;;1;;;;;3;2;3;2;2;3;3;3;3;3;3;3
600086;237;1;1;1;115.80949826;3;3;3;3;2;2;2;2;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;1;1;;;;;;;3;;;;;;2;;;;1;;;;;3;3;2;3;3;2;2;2;2;3;3;3
600086;237;2;1;2;115.80949826;2;3;3;2;3;2;2;2;2;;2;2;9;9;9;2;1;2;;;;;;;;;;;;;;2;1;1;;1;;;;;;2;;;;;;2;;;;1;;;;;2;2;2;3;2;3;4;4;3;3;2;3
600086;237;3;1;3;115.80949826;1;2;3;3;2;2;2;2;2;;2;2;9;9;9;2;3;2;;;;;;;;;;;;;;2;3;1;;1;;;1;;;2;;;;;;2;;;;1;;;;;2;1;3;3;3;3;3;2;2;3;3;3
600086;237;4;1;4;115.80949826;1;2;3;3;3;3;3;3;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;1;1;;;;;;;;2;;;;;;2;;;;1;;;;;2;2;2;3;4;4;3;2;2;3;3;3
600086;237;5;1;5;115.80949826;2;3;3;2;2;2;2;2;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;1;;1;;;1;;;2;;;;;;2;;;;1;;;;;1;3;2;4;4;4;3;3;2;3;2;3
600087;237;1;1;1;50.743027933;2;3;3;3;3;1;3;3;2;;2;2;2;1;9;1;1;2;;;;;;;;;;;;;;2;3;1;1;1;;;;;;2;1;;;;;;;;;1;;;;;3;2;3;2;1;2;2;3;1;3;3;4
600088;237;1;1;1;65.775486993;2;2;2;2;2;3;3;3;2;;2;1;1;2;9;1;2;2;;;;;;;;;;;;;;2;3;;;;;1;;;;2;;;1;;;;;;1;;;;;;1;3;3;2;2;2;2;2;2;4;3;3
600088;237;2;1;2;65.775486993;1;2;3;2;2;2;2;2;2;;2;2;2;2;2;3;5;2;;;;;;;;;;;;;;1;5;;1;;;;;;;1;;;1;;;;;;1;;;;;;2;1;3;2;2;2;2;1;2;3;3;3
600088;237;5;1;5;65.775486993;2;2;2;3;3;3;3;3;2;;2;2;9;2;9;3;4;2;;;;;;;;;;;;;;2;4;;;;;;1;;;2;;;;;;2;;;;1;;;;;2;3;2;2;2;3;4;4;3;3;3;3
600089;237;1;1;1;108.12077742;2;2;3;2;3;3;2;3;2;;2;2;9;9;9;3;1;2;;;;;;;;;;;;;;9;1;;;1;;;;;;2;;;;;;2;;;;1;;;;;3;3;3;3;3;3;3;3;3;3;3;3
